frame,left_knee_3D,left_knee_front,left_knee_side,left_knee_top,right_knee_3D,right_knee_front,right_knee_side,right_knee_top,left_elbow_3D,left_elbow_front,left_elbow_side,left_elbow_top,right_elbow_3D,right_elbow_front,right_elbow_side,right_elbow_top,left_shoulder_3D,left_shoulder_front,left_shoulder_side,left_shoulder_top,right_shoulder_3D,right_shoulder_front,right_shoulder_side,right_shoulder_top,left_hip_3D,left_hip_front,left_hip_side,left_hip_top,right_hip_3D,right_hip_front,right_hip_side,right_hip_top,label
22,153.7475536371296,154.95390551660861,130.41890140804014,171.13689216863858,168.12501440872342,169.10849239794723,169.60496115046897,174.61266380709776,159.3039992611668,158.76645582938008,179.62624344798277,114.75808546606723,156.96285225268934,157.49307083216374,173.42524351861806,87.67997921931334,103.67824664483284,90.70777602651134,103.69076432361132,169.84798735223612,104.2294139853623,82.15848448887664,104.42442170244374,146.58411522946892,147.77247442532766,148.72331024248325,152.65078159342664,168.89586523825295,149.49784235638026,150.24194636842154,96.98698745582276,172.59804647613223,correct
23,153.44862543846597,154.678836878244,130.30458901487992,170.9090982493866,168.16416935072056,169.19963317233717,170.2462961831642,174.41004254552797,159.02476579698956,158.51314497193843,179.31906222196645,113.0536068491861,156.0320718945815,156.29451341681013,174.1854058051659,84.43638797340039,103.62669686801149,2.7122331922941547,103.64140799365167,168.95484654530517,103.72486936153201,168.9501220614382,103.97405418999962,141.8767857160025,147.55352860050127,148.3750923602516,145.30384986933242,169.01985833241227,150.0460286802052,150.66287467371225,99.53729731566278,173.06232674560306,correct
24,153.22037200053504,154.42355238640894,130.4887386239124,170.77232580289538,168.20885421412947,169.35675304302148,170.87409915073476,174.04535058183575,158.69676312823495,158.2253794097117,178.87890687603573,111.35471093709224,154.8903832721971,154.88247525924996,175.23816947025938,80.1187956233611,103.63323961533841,,103.649531028229,168.40115648201137,102.88694094056453,,103.2020833500208,136.00422232025844,147.40432939615752,148.0664114723832,138.92932341742087,169.12444479695654,150.62019456243613,151.06204764769055,102.6361526705454,173.6486854979893,correct
25,153.2501576186648,154.33153008779095,131.2573380756934,170.9013815100354,168.2419344843464,169.5594435859025,171.28789579348117,173.56707761627436,158.3630726320836,157.94187976716526,178.36475979617418,110.11844911076122,153.7276794903008,153.52095277515195,176.44411524691375,75.39865204018561,103.75623923100359,177.11410328795338,103.77304252044568,168.37888338233608,101.80892865039633,14.429437354131156,102.18225640885353,129.99735431642586,147.41059189102637,147.916176376488,135.44493628166146,169.14585920517146,151.15414160050426,151.40159185614942,105.9570091295275,174.26490484834056,correct
26,153.5064835545965,154.39134376628115,132.36963326132243,171.28210464031943,168.24084927950122,169.79727540040435,171.19111849333572,172.99742453234316,158.04592967559577,157.66825809354665,177.92198440906117,109.50098600766584,152.66071928986761,152.35734360509952,177.53328008731384,70.70219575447958,103.97016046150628,177.15095666299052,103.98677121210574,168.70120323487703,100.70875435496036,15.745527034647376,101.11604078742786,124.87203333780042,147.54779742461068,147.9325505964707,134.38423152197933,169.0779059850403,151.60641587228167,151.66594217020867,108.98750424805726,174.86591075788084,correct
27,154.13359174255635,154.73260119838676,134.08851381783538,172.0638638901511,168.2293246670534,170.0079700426482,170.9054696108204,172.5251426200481,157.77110626570735,157.41899066186554,177.59531078034505,109.57913154331384,151.8419402944421,151.5153919919035,178.31714396381525,66.52112768580493,104.2753949934312,2.7552719646352486,104.29124048095709,169.3014805917448,99.7923875609549,163.48145105958443,100.2052574712998,121.25884733233106,147.7743065371041,148.10922438348877,135.05267918470403,168.87297224066995,151.92685958328616,151.84389648134183,111.37083572828105,175.34603790416622,correct
28,155.11957684754222,155.39278145730222,136.37682223272964,173.18906736044786,168.20419957613655,170.20856379080448,170.29038604606316,172.10842907481398,157.5322621580381,157.17485518552658,177.4415227065394,110.04531151047355,151.3286612620339,151.01382925787928,178.68718689006172,63.11699329201048,104.62141913596172,83.72266451296001,104.63698287095849,169.7608116203808,99.18082182096666,110.33740055496035,99.5807735778236,119.26813666328574,148.07407625427462,148.44013536113093,136.6977267428343,168.58446429620284,152.14482201700233,151.9677006472086,113.009488394436,175.7215471527102,correct
29,156.37298914314036,156.3237732760826,139.2275648248147,174.55692269701777,168.15227925679693,170.3331738473106,169.66379608178602,171.80338859619403,157.37326266223286,156.99051969369663,177.4178357624509,110.62672479062957,151.06831344107505,150.77465822387924,178.73662627495278,60.55639787271622,104.93324877419268,94.42476401725558,104.94910532278438,169.9824400617275,98.83908092420259,99.523513143789,99.21931968726868,118.49226172311727,148.40862948030056,148.8564010171692,138.65295084204953,168.30480611482457,152.24167100525682,152.01496220112176,113.89611403998688,175.96496298094638,correct
30,157.64513480451197,157.33758003791394,142.21950129629977,175.86076149408902,168.0815375078476,170.38303564183076,169.24990143718816,171.5876315460516,157.24542931417562,156.83443191321604,177.41712148467403,111.08455678478214,150.921408896863,150.6493361178163,178.7009798702924,58.45781501534535,105.21814704922838,89.03643710591722,105.23492004924483,169.9853489990103,98.58274296551323,104.70212105409117,98.94515846894697,117.99763654680508,148.76101686408742,149.29571414687325,140.32036473516914,168.08170444505006,152.2523379215361,151.98523604777435,114.30173430568026,176.16038105231706,correct
31,158.73622184571715,158.26493720946914,144.7973223628293,176.8773382800298,167.95995331400664,170.3993291048618,168.72520451038991,171.3426554296224,157.21676769924713,156.78178374000092,177.45555263403503,111.41414324936326,150.8796000172688,150.62422604791809,178.61678545965097,57.16817665773554,105.38952144040749,2.822125610095966,105.4073211067912,169.8584168912697,98.44891586627921,163.6727243248176,98.79851980574517,117.85100354619459,149.12872641550655,149.7469437242133,141.69805200865974,167.93612532005602,152.23873322299443,151.93398179412904,114.37642412115883,176.3402495733228,correct
32,159.34215655965244,158.83118486851046,145.94191041232094,177.2098363717381,167.86457817596866,170.44579442269625,168.26753455389053,171.1081566011063,157.24944320612636,156.8070879185666,177.45512121562024,111.61010166026952,150.9022891398819,150.6548319376665,178.62096587307926,56.52694266120199,105.47662841702662,87.14188719731106,105.4949784652235,169.79132865275662,98.34353245596056,106.25648894672162,98.68581938765674,117.65018453195688,149.5188220323976,150.19069907036499,142.71249136828825,167.8940607444108,152.25577123402792,151.9100688021465,114.45643800093193,176.5067434253536,correct
33,159.43863337481145,158.98359857847353,145.58380177206809,176.90528977339306,167.78417871908584,170.50950989350596,167.82229411327398,170.88383770601075,157.34007465122662,156.89940380675318,177.45035762809485,111.84504654282246,150.92466874454658,150.67823155992363,178.67634199208092,56.31550695865478,105.50003692915726,177.1675645901206,105.51808297964038,169.89678766185938,98.27694029516748,16.22779762118474,98.61533879621206,117.49953603409571,149.89124106565689,150.61177496019837,143.74029366021162,167.8591182172828,152.30683701197398,151.9242748451074,114.63206906423812,176.65628602799887,correct
34,159.05790056665276,158.73237765429664,144.0399302911339,176.13431849862067,167.76362838434915,170.62095872480285,167.45917690398431,170.7059194607117,157.4936413373136,157.05972855259995,177.46251989737388,112.21238453221639,150.95724227844767,150.7053760177613,178.78628793629994,56.539567258514026,105.46470356254919,2.728789330378741,105.48141756771349,170.23606838277584,98.24866244856491,163.79693916655722,98.58487709751957,117.45296557194266,150.19492091858243,150.9829800037285,144.9452561160418,167.73318786349176,152.410688233719,151.99486262965283,114.9906675967291,176.81573186188382,correct
35,158.60385157310338,158.40745229717544,142.58143516796795,175.41358184918306,167.80637558297857,170.7470255873546,167.2724944408942,170.62178650533838,157.68416367298408,157.25756310832486,177.50664466097422,112.62214950481409,151.00154334722725,150.7408197537401,178.9069528987017,57.09988374848168,105.37229613237187,,105.38726482311829,170.66776455426972,98.2631855726617,,98.59984950173718,117.4989038635353,150.3984708790743,151.2630910445973,146.1144859012974,167.55052981829985,152.53219002035428,152.09484325835103,115.36646202905966,176.9418721670584,correct
36,158.14543836764128,158.04615385501964,141.3305594275973,174.85719389466544,167.87263011264042,170.87648453839498,167.12739568137715,170.57876189777372,157.88437402133528,157.4567122405881,177.624036572486,112.99420105544667,151.03813646125528,150.76812397787916,178.99617035602216,57.77243785658234,105.21996528510572,96.04388956057866,105.23343486535474,171.00774931424854,98.31716611497495,70.246885100698,98.65495436669144,117.68725283457957,150.49145596803305,151.43793986873754,147.0792809956403,167.3375875836884,152.64960320924166,152.19676142473787,115.65172905434304,177.06720802012632,correct
37,157.76061116394283,157.6998865799075,140.39550086216326,174.5449492745392,167.9121940994664,170.9393636103552,167.09090014672188,170.57341798005575,158.01747232526526,157.58524517839055,177.76530552497948,113.07583725258431,151.08711084951042,150.80682284675603,179.06749413289225,58.6244551809584,105.02959269322137,2.4124645727643816,105.04232128571503,171.0902970387609,98.39989526371485,163.7915134813938,98.74232418743985,117.87944146801821,150.48786163816763,151.5014453696192,147.5948387841967,167.1483128399714,152.72224813002435,152.2554368876188,115.73169364741362,177.18643320416922,correct
38,157.41494286105214,157.37250388618327,139.5292652139444,174.3339398059131,167.89637470717676,170.95289555499758,166.98982592290517,170.54158886221265,158.02219320874167,157.58321340086758,177.8940347561457,112.69190501319758,151.12231509626835,150.833528022304,179.081378112734,59.41884749632369,104.83947894729451,87.11668910501514,104.85269595628245,170.75200352428865,98.50177071305629,79.06750205398161,98.85176038177214,118.0562641282479,150.4793428026256,151.5285501264992,147.59522796951873,167.07191089100493,152.78207006432754,152.30108949321132,115.64024591343433,177.3009790302821,correct
39,157.05294261232288,157.05295890699736,138.52582076385156,174.0782114275214,167.80105814519183,170.89284364196206,166.78234708996638,170.47141876764258,157.91588303487714,157.46804107059924,177.99217315925398,111.98495723925919,151.21524794207502,150.92184227087867,179.0432878176843,60.151863728430236,104.69496932465955,2.628303106797278,104.70977338192202,170.08170657742937,98.60199779139114,163.64627785472987,98.95892709818324,118.24688844406765,150.51176040844695,151.56681332382703,147.2771833352405,167.1343869026798,152.79035018828702,152.2991956429435,115.31403999964479,177.3895506575919,correct
40,156.6213039693868,156.71150927447738,137.29218162164938,173.6658493190291,167.63883056203554,170.73112559447122,166.6482933768236,170.40747792984388,157.6776635546562,157.22234480995172,177.9953022693514,111.06857110512684,151.26831867567472,150.97532088248144,178.96631535757476,60.45746586089443,104.67189164232343,96.02535448641302,104.68934088225878,169.22769460349343,98.66374458995101,97.5465375614401,99.02650085662162,118.3162684652237,150.60684862922426,151.65927873905193,147.01689196137895,167.25779458526262,152.73978206986862,152.24073327898074,114.90677540692772,177.45773381713715,correct
41,156.26015131597345,156.45072411573426,136.21606513804824,173.25279342557278,167.4249617476128,170.5078990888336,166.5410365124616,170.32780090213313,157.45946529845793,156.99590925498555,177.94721265184978,110.44226977481533,151.2940923998952,151.00651501131446,178.88172257868902,60.321239140196894,104.76244563163782,99.30672018472762,104.78266525655877,168.53055600945123,98.66410922826913,67.2462066883155,99.0307603694713,118.19784015570926,150.73425557133024,151.77671979336378,146.73415905225696,167.4009648599744,152.67046806186937,152.1628445448478,114.57579926326079,177.51413300572477,correct
42,156.02976193253653,156.31106998534898,135.48154984778319,172.91119182592666,167.2057833901126,170.25470856814238,166.55897242657107,170.26768497733386,157.27615258108375,156.8020977859743,177.87509341491975,110.16509535735753,151.3099189305276,151.03045479469736,178.82531079662942,59.88708130392364,104.93874246906539,100.35688521639663,104.96147315371128,168.06864571430813,98.60301022515901,66.26930170045873,98.97145435670559,117.89608501704069,150.86118577233188,151.90136589936824,146.55618980159605,167.4996820347113,152.5615894966339,152.04331268037564,114.32232620634066,177.56628166494002,correct
43,155.98540906220154,156.30664822053893,135.24646014363668,172.77320646926754,166.99850501050807,169.9934978043225,166.690209451069,170.23255147530764,157.209528269703,156.71946569610623,177.83882229341242,110.38508911157922,151.33138465524368,151.06284383406808,178.77645912938124,59.21699665115726,105.15144837786826,3.3275937591061897,105.17585800484856,167.9012727080344,98.49732418302098,163.2965214839667,98.8658391554619,117.46588661252844,150.93513710253634,151.9761188988519,146.31453673408058,167.54195007877777,152.41285909763332,151.88328368672165,114.08636842917485,177.60386325769758,correct
44,155.96550508970395,156.28732988747296,135.18826575032577,172.73130644817903,166.81433696390974,169.7640368566868,166.8600267523628,170.19337388887294,157.24164009460588,156.7373019643987,177.82890929018498,110.85475697966582,151.36053984300324,151.09855070547468,178.79378305598573,58.762044951180854,105.33234950528818,92.8879834528702,105.35741494040502,167.9548598974335,98.38709012096655,100.57363281938238,98.75604806274524,117.00558437740936,150.91771273803016,151.97326689594087,146.01421074395824,167.4830504925634,152.25629126414643,151.7078749712123,113.91761589798881,177.67671433680104,correct
45,156.06294578605466,156.3592469035853,135.42056229318712,172.8001123127283,166.7109577656171,169.59029598944,167.16766946492083,170.2214894163629,157.3281584942537,156.81265440508702,177.83658115804295,111.44485030631519,151.45249561839478,151.19578471353861,178.82008950818147,58.56611514945068,105.4713889917625,3.3182867269452787,105.49612429795533,168.18832357855658,98.29425299669576,163.09377630845893,98.66334143804704,116.62471415487279,150.88928416565676,151.96363282724255,145.7905739197438,167.3948635402863,152.07603573065353,151.51316542688872,113.65094066003894,177.7147531846382,correct
46,156.18653424936502,156.46186712867632,135.72367105260292,172.87256328020467,166.6952606023919,169.48510682896418,167.53693908631172,170.31720335747573,157.47159558815795,156.95617082594762,177.83596717303843,112.00538789842649,151.5808252674847,151.324418616805,178.8738356146859,58.80685807574102,105.53022011812922,3.222597673124149,105.55362755798231,168.56388535129918,98.25462638082078,163.0754603893817,98.62282962828907,116.48935423167774,150.88257691433463,151.97909570860915,145.8478023984301,167.30371281413338,151.86915673670208,151.3035164272545,113.23075240185841,177.6872849580823,correct
47,156.3549414870109,156.6182653043751,136.1006398838001,172.9390839314407,166.76336865227358,169.3956192858262,168.17400519195792,170.5453796506634,157.65669438497116,157.15603160112505,177.80362113616204,112.4480833382582,151.70599812231924,151.44500828089286,178.95428843580802,59.42000241437419,105.50868885910873,3.08153083180856,105.53006294972022,169.0360649277583,98.26125436726639,163.06354292209355,98.6302826571673,116.49234030551301,150.96622644408137,152.07093023957717,146.13548177549342,167.27178306410227,151.61904576140398,151.0680835222574,112.58709041546692,177.52700609305012,correct
48,156.5398707222018,156.82479687446983,136.42742903662187,172.94942553227614,166.89274877253212,169.33255345610507,168.8513145137513,170.86956339536002,157.9022245494709,157.42146545852376,177.78902351844917,112.86810902075247,151.82948263376656,151.5607618987457,178.97301913999402,60.376238836154094,105.41637426837403,177.07839333784287,105.4354822196245,169.52778556285696,98.37314071765664,16.852888864060528,98.74320108702005,116.91661466933864,151.1483303343327,152.24649191592667,146.70449511247247,167.33964413632617,151.3560617687595,150.85129808073202,111.70026299156702,177.19833106765796,correct
49,156.73218031906765,157.06193209192642,136.6462471879432,172.93176926079818,167.02011699561754,169.26800567496434,169.40263343212024,171.22087149778835,158.1960471967788,157.72587415050194,177.84934328888966,113.33484517662858,151.95530873572167,151.67918571214867,178.90043644028125,61.424086010964814,105.2877023936081,,105.30508369426356,169.87742538532504,98.56743721591005,,98.93691496975188,117.72105519723546,151.40328141592832,152.49753067123802,147.54898073960263,167.4734001848361,151.0787689363071,150.6487693372805,110.56470095192735,176.7572928197084,correct
50,156.90379178912426,157.30483429879396,136.63682877583332,172.88616973327223,167.0908930430044,169.20321860618236,169.49443236409215,171.50315565072293,158.4664393002034,157.9887164500078,178.02552893067096,113.64914592367708,152.1609566394208,151.8815746795846,178.59537560696032,62.9356604725227,105.11704188632909,89.20506726147875,105.13405427787221,169.81649283248638,98.96414053708251,77.32492225442601,99.3307945610793,119.40839996741573,151.68206001520502,152.7964319287496,148.7616142679576,167.641665017335,150.7959534454173,150.46867863511207,109.07366034918206,176.2632849219899,correct
