id,name,x,y,z,visibility,frame
30,right heel,-0.7079216241836548,-0.0107821999117732,0.1559927612543106,0.928313374519348,3
31,left foot index,-0.7091968655586243,0.050124742090702,0.4790720045566559,0.7230308055877686,3
32,right foot index,-0.6782375574111938,0.1012293547391891,0.1346744298934936,0.9617764949798584,3
11,left shoulder,0.4896118640899658,-0.0611909478902816,0.0680701807141304,0.9999172687530518,4
12,right shoulder,0.4991298615932464,0.0131255043670535,-0.1718184351921081,0.9998754262924194,4
13,left elbow,0.5480858087539673,0.0986401811242103,0.1289863139390945,0.058935523033142,4
14,right elbow,0.4227584302425384,0.208101600408554,-0.2364477813243866,0.9713392853736876,4
15,left wrist,0.6751039028167725,0.2027869522571563,0.1810883581638336,0.1690675616264343,4
16,right wrist,0.6085003018379211,0.2052279859781265,-0.223281055688858,0.9577199220657348,4
23,left hip,0.0021910557989031,-0.0254386775195598,0.1113523095846176,0.999980628490448,4
24,right hip,0.0055405395105481,0.0258144419640302,-0.1099215671420097,0.9999873042106628,4
25,left knee,-0.3678244352340698,0.0327726118266582,0.2280944734811782,0.2467303723096847,4
26,right knee,-0.3027375340461731,0.0965452343225479,-0.0103474622592329,0.9620075821876526,4
27,left ankle,-0.6827728748321533,0.0024762463290244,0.4162199795246124,0.6130815744400024,4
28,right ankle,-0.6757952570915222,-0.008362740278244,0.1139068156480789,0.9750590324401855,4
29,left heel,-0.7178435325622559,-0.0194936376065015,0.4481319785118103,0.7925587296485901,4
30,right heel,-0.710814356803894,-0.012281322851777,0.0914872288703918,0.9315345287322998,4
31,left foot index,-0.7146521806716919,0.0585332028567791,0.4554344117641449,0.7288255095481873,4
32,right foot index,-0.6888781785964966,0.1002441719174385,0.0678674578666687,0.9629257321357728,4
11,left shoulder,0.4799988269805908,-0.0550040490925312,0.067022755742073,0.9999216198921204,5
12,right shoulder,0.4986158907413482,0.03482061997056,-0.177787497639656,0.9998844265937804,5
13,left elbow,0.5439473986625671,0.1122151762247085,0.1213547512888908,0.0717681944370269,5
14,right elbow,0.4272367656230926,0.243687704205513,-0.223518967628479,0.9741264581680298,5
15,left wrist,0.6705459356307983,0.2022276222705841,0.1595988124608993,0.1865140348672866,5
16,right wrist,0.6110748052597046,0.2208614647388458,-0.1584626734256744,0.9617487788200378,5
23,left hip,0.0010924036614596,-0.02582922950387,0.1118005588650703,0.9999815821647644,5
24,right hip,0.0067924517206847,0.0260937958955764,-0.1106771826744079,0.9999880194664,5
25,left knee,-0.3673407733440399,0.0351295843720436,0.2259067445993423,0.2738075852394104,5
26,right knee,-0.2996472418308258,0.0913584753870964,0.0057361293584108,0.9654774069786072,5
27,left ankle,-0.6816224455833435,0.0348900482058525,0.4015694856643677,0.6405384540557861,5
28,right ankle,-0.6766563057899475,7.373876724159345e-05,0.1537706404924392,0.9773102402687072,5
29,left heel,-0.7168179750442505,0.0163386408239603,0.4319897294044494,0.8086804747581482,5
30,right heel,-0.7111137509346008,-0.0011516549857333,0.1334514617919922,0.9376859664916992,5
31,left foot index,-0.7093568444252014,0.0987953692674636,0.4470857977867126,0.7507457137107849,5
32,right foot index,-0.6780888438224792,0.1154770031571388,0.1134790480136871,0.9660950303077698,5
11,left shoulder,0.4787300825119018,-0.0522567220032215,0.069178283214569,0.9999231696128844,6
12,right shoulder,0.4983767569065094,0.0366415306925773,-0.1774196773767471,0.999892234802246,6
13,left elbow,0.5460381507873535,0.1011374071240425,0.171621635556221,0.06815005838871,6
14,right elbow,0.4246561825275421,0.2356705963611602,-0.2360868453979492,0.976478636264801,6
15,left wrist,0.6866447329521179,0.190248429775238,0.2841508388519287,0.1793680787086486,6
16,right wrist,0.6091278195381165,0.220655545592308,-0.2061700522899627,0.9651153683662416,6
23,left hip,0.0006885059992782,-0.0261931624263525,0.1127881556749343,0.9999809861183168,6
24,right hip,0.0072142807766795,0.0265654847025871,-0.1114879921078682,0.999987781047821,6
25,left knee,-0.3840347826480865,0.0365028381347656,0.1694694012403488,0.2607544064521789,6
26,right knee,-0.3158789873123169,0.0859226807951927,-0.0200594272464513,0.9656778573989868,6
27,left ankle,-0.7140033841133118,0.047255240380764,0.2874237298965454,0.6256596446037292,6
28,right ankle,-0.7035908699035645,0.0062304893508553,0.0846510753035545,0.976839542388916,6
29,left heel,-0.7495784163475037,0.0292230118066072,0.3097507059574127,0.8068297505378723,6
30,right heel,-0.7387413382530212,0.006950544193387,0.0580369755625724,0.9378550052642822,6
31,left foot index,-0.7189750075340271,0.1119317412376403,0.3334575295448303,0.7431020736694336,6
32,right foot index,-0.6800268292427063,0.1249134540557861,0.0341325923800468,0.9641939401626588,6
11,left shoulder,0.4708897769451141,-0.0442190952599048,0.0812851265072822,0.9999197721481324,7
12,right shoulder,0.4975024461746216,0.0426384061574935,-0.1742474883794784,0.9998977780342102,7
13,left elbow,0.5418042540550232,0.1084123402833938,0.1897449940443039,0.0643806755542755,7
14,right elbow,0.4221388101577759,0.2383985668420791,-0.2364627569913864,0.9785918593406676,7
15,left wrist,0.679268479347229,0.2046331018209457,0.3032911717891693,0.1701242476701736,7
16,right wrist,0.6084780693054199,0.2347312569618225,-0.2069870382547378,0.9680445790290833,7
23,left hip,-0.0002202054602093,-0.0262009240686893,0.1140726059675216,0.9999793171882628,7
24,right hip,0.0081827426329255,0.0266246832907199,-0.112666055560112,0.9999870657920836,7
25,left knee,-0.3930246531963348,0.0525402352213859,0.1330750733613968,0.2519331574440002,7
26,right knee,-0.3265967965126037,0.0812593325972557,-0.0540826432406902,0.9667208790779114,7
27,left ankle,-0.7272005677223206,0.0694160535931587,0.229939728975296,0.6128080487251282,7
28,right ankle,-0.7153680920600891,0.0151146156713366,0.01574576087296,0.9767801761627196,7
29,left heel,-0.7627217173576355,0.0517798960208892,0.2503952085971832,0.8065666556358337,7
30,right heel,-0.7503917217254639,0.0173222254961729,-0.0135955056175589,0.9388197660446168,7
31,left foot index,-0.7243463397026062,0.1393277049064636,0.2769239246845245,0.7361372709274292,7
32,right foot index,-0.6814340353012085,0.1357883661985397,-0.0397226996719837,0.9629558324813844,7
11,left shoulder,0.4710789918899536,-0.0293498747050762,0.0922387465834617,0.9999185800552368,8
12,right shoulder,0.4999282956123352,0.0521661378443241,-0.1698997765779495,0.99990314245224,8
13,left elbow,0.5386183857917786,0.1544894129037857,0.1834519654512405,0.0718377977609634,8
14,right elbow,0.431894838809967,0.2531016170978546,-0.2185717076063156,0.980627715587616,8
15,left wrist,0.6746832132339478,0.2728299498558044,0.2211968749761581,0.1890734881162643,8
16,right wrist,0.6096883416175842,0.2569626271724701,-0.1709533482789993,0.9710489511489868,8
23,left hip,-0.0009709277073852,-0.0261021200567483,0.1146413460373878,0.999978244304657,8
24,right hip,0.0089137405157089,0.0265901070088148,-0.1134839504957199,0.9999865889549256,8
25,left knee,-0.3958504796028137,0.0611174739897251,0.1318262815475464,0.2611148357391357,8
26,right knee,-0.3287525177001953,0.0804729759693145,-0.0541687235236167,0.9690350890159608,8
27,left ankle,-0.7341404557228088,0.0930546075105667,0.2280933111906051,0.6255143880844116,8
28,right ankle,-0.7170683741569519,0.0266796443611383,0.0218786615878343,0.9781373143196106,8
29,left heel,-0.7697190046310425,0.0785002782940864,0.2484541982412338,0.8168421983718872,8
30,right heel,-0.7520933747291565,0.0304035264998674,-0.0059792241081595,0.9427533745765686,8
31,left foot index,-0.7279011011123657,0.1721688210964203,0.2679535150527954,0.7489742040634155,8
32,right foot index,-0.6868401169776917,0.1460312753915786,-0.0307694301009178,0.9645915627479552,8
11,left shoulder,0.4631734788417816,-0.0167078468948602,0.0903557315468788,0.9999182820320128,9
12,right shoulder,0.4980146586894989,0.0623969845473766,-0.1701103001832962,0.9999085664749146,9
13,left elbow,0.5318712592124939,0.1772700399160385,0.1673646867275238,0.0783789232373237,9
14,right elbow,0.4296009540557861,0.278664767742157,-0.2199373394250869,0.9824815392494202,9
15,left wrist,0.6720066070556641,0.2973589301109314,0.1932948678731918,0.2025970071554184,9
16,right wrist,0.6082590818405151,0.2707769870758056,-0.1704700887203216,0.9737489223480223,9
23,left hip,-0.0013087089173495,-0.0259996112436056,0.1148962825536727,0.9999779462814332,9
24,right hip,0.009162750095129,0.02655640989542,-0.1137907430529594,0.9999865293502808,9
25,left knee,-0.4001469910144806,0.0663312822580337,0.1288272142410278,0.2784213423728943,9
26,right knee,-0.3328450322151184,0.0798372775316238,-0.0518202930688858,0.9712480306625366,9
27,left ankle,-0.7401118874549866,0.098631627857685,0.2214609384536743,0.6410556435585022,9
28,right ankle,-0.7181474566459656,0.0318921208381652,0.0328590385615825,0.9793054461479188,9
29,left heel,-0.7757142186164856,0.0841156169772148,0.2409327626228332,0.8275748491287231,9
30,right heel,-0.7532786130905151,0.0356342196464538,0.0054875477217137,0.9464104771614076,9
31,left foot index,-0.7353252172470093,0.1799158155918121,0.2606166005134582,0.761668860912323,9
32,right foot index,-0.6899832487106323,0.1487761884927749,-0.0174576863646507,0.9658942818641664,9
11,left shoulder,0.4581419229507446,-0.0015315131749957,0.0895306468009948,0.999919891357422,10
12,right shoulder,0.4953894019126892,0.0691792592406272,-0.1712527275085449,0.9999144673347472,10
13,left elbow,0.5130294561386108,0.196971133351326,0.1575577557086944,0.0958522632718086,10
14,right elbow,0.4273355007171631,0.2981012463569641,-0.210341677069664,0.9842133522033693,10
15,left wrist,0.6663808822631836,0.2976655066013336,0.1838156431913375,0.2254324555397033,10
16,right wrist,0.6080962419509888,0.2830724418163299,-0.1426633894443512,0.9763199687004088,10
23,left hip,-0.0013253181241452,-0.0238643307238817,0.115204244852066,0.9999774694442748,10
24,right hip,0.0091941962018609,0.0246658213436603,-0.114282414317131,0.9999864101409912,10
25,left knee,-0.3995993137359619,0.0767049640417099,0.1347585469484329,0.3152130544185638,10
26,right knee,-0.3327996730804443,0.080576866865158,-0.0488492920994758,0.9738969802856444,10
27,left ankle,-0.7373849749565125,0.1190514415502548,0.2394369691610336,0.667639970779419,10
28,right ankle,-0.7174922227859497,0.0423282124102115,0.0637948215007782,0.9810829758644104,10
29,left heel,-0.7728803753852844,0.1064217016100883,0.2602962851524353,0.8412221670150757,10
30,right heel,-0.7525697946548462,0.0469420589506626,0.0393413454294204,0.9511272311210632,10
31,left foot index,-0.7353464961051941,0.2070451378822326,0.2789466679096222,0.7811862826347351,10
32,right foot index,-0.691618025302887,0.1636292785406112,0.014743479900062,0.9686509370803832,10
11,left shoulder,0.4568195939064026,0.0131559446454048,0.0880965068936348,0.9999234676361084,11
12,right shoulder,0.4942290782928467,0.0706100612878799,-0.1764476299285888,0.9999209046363832,11
13,left elbow,0.507209837436676,0.2161307781934738,0.1477753221988678,0.1162554025650024,11
14,right elbow,0.431964248418808,0.3020622730255127,-0.2130382359027862,0.985779881477356,11
15,left wrist,0.665941596031189,0.3111666142940521,0.173822209239006,0.2530462145805359,11
16,right wrist,0.6159198880195618,0.288038045167923,-0.1516832113265991,0.9786585569381714,11
23,left hip,-0.0006958636804483,-0.020583214238286,0.1154827401041984,0.9999775886535645,11
24,right hip,0.0086388569325208,0.021539706736803,-0.1146799996495246,0.9999866485595704,11
25,left knee,-0.3994051814079284,0.0763301700353622,0.1394826918840408,0.3355783820152282,11
26,right knee,-0.3344230949878692,0.0800940319895744,-0.0447308123111724,0.97620290517807,11
27,left ankle,-0.737783670425415,0.1196289584040641,0.2509007155895233,0.6865601539611816,11
28,right ankle,-0.717315673828125,0.040021002292633,0.0943370014429092,0.9825945496559144,11
29,left heel,-0.772869884967804,0.1077023521065712,0.2729603946208954,0.8519842624664307,11
30,right heel,-0.7524290680885315,0.0441215187311172,0.0722485184669494,0.9553470611572266,11
31,left foot index,-0.7369504570960999,0.2144317030906677,0.293471485376358,0.7973556518554688,11
32,right foot index,-0.6928941011428833,0.1603304147720337,0.0481494851410388,0.9710063338279724,11
11,left shoulder,0.456598699092865,0.0219812300056219,0.081190139055252,0.9999275207519532,12
12,right shoulder,0.4921963810920715,0.0785445570945739,-0.1839242577552795,0.9999273419380188,12
13,left elbow,0.5067816376686096,0.2229940593242645,0.1268875002861023,0.147180825471878,12
14,right elbow,0.4332923293113708,0.3167009055614471,-0.2113135159015655,0.9871960878372192,12
15,left wrist,0.6648749709129333,0.3172307014465332,0.148213118314743,0.2870623767375946,12
16,right wrist,0.6204008460044861,0.2991894483566284,-0.1395395845174789,0.9807760119438172,12
23,left hip,0.0002645095810294,-0.0189323984086513,0.1153385639190673,0.9999781250953674,12
24,right hip,0.0077973194420337,0.019981937482953,-0.1146162822842598,0.9999871253967284,12
25,left knee,-0.3998816013336181,0.0746428743004798,0.1407270431518554,0.3674282431602478,12
26,right knee,-0.3356798887252807,0.0838282629847526,-0.0374821498990058,0.9784196019172668,12
27,left ankle,-0.7409865260124207,0.1272360384464264,0.2586110532283783,0.7095697522163391,12
28,right ankle,-0.7190070748329163,0.0535251572728157,0.1154116988182067,0.9841175079345704,12
29,left heel,-0.7758929133415222,0.1172748282551765,0.2795842587947845,0.8637662529945374,12
30,right heel,-0.7544211149215698,0.0585108436644077,0.094829075038433,0.95942884683609,12
31,left foot index,-0.7393381595611572,0.2214956432580948,0.2956495583057403,0.8144890069961548,12
32,right foot index,-0.693226158618927,0.1703076660633087,0.0714764967560768,0.9734709858894348,12
11,left shoulder,0.4563025534152984,0.0304031576961278,0.0599332228302955,0.9999319911003112,13
12,right shoulder,0.4875053465366363,0.083688698709011,-0.1953528523445129,0.9999332427978516,13
13,left elbow,0.5050635933876038,0.2323785424232483,0.0911304727196693,0.1845832169055938,13
14,right elbow,0.4340515732765198,0.3201479315757751,-0.2132847309112548,0.9884709119796752,13
15,left wrist,0.6641820669174194,0.324286013841629,0.0972058027982711,0.3250910639762878,13
16,right wrist,0.6251584887504578,0.3035165667533874,-0.1464546471834182,0.9826818108558656,13
23,left hip,0.0023933895863592,-0.0175032559782266,0.1144248470664024,0.9999787211418152,13
24,right hip,0.0057827439159154,0.0185940749943256,-0.113841712474823,0.9999876022338868,13
25,left knee,-0.4004651308059692,0.0725080296397209,0.1412955820560455,0.3930083513259887,13
26,right knee,-0.3359043300151825,0.0878422781825065,-0.025942014530301,0.98037987947464,13
27,left ankle,-0.7408515214920044,0.1294483691453933,0.2684316635131836,0.728813111782074,13
28,right ankle,-0.7189115881919861,0.062285840511322,0.1365188360214233,0.9854448437690736,13
29,left heel,-0.775366485118866,0.1208458691835403,0.2899125516414642,0.8740454912185669,13
30,right heel,-0.7542828321456909,0.0675742477178573,0.1171753257513046,0.9630603194236756,13
31,left foot index,-0.7394281029701233,0.2246288359165191,0.3002189099788666,0.8295949697494507,13
32,right foot index,-0.6935988664627075,0.1769397407770156,0.094073362648487,0.9756273627281188,13
11,left shoulder,0.4563112556934356,0.0349770002067089,0.0589480027556419,0.9999358057975768,14
12,right shoulder,0.4864625930786133,0.0899906978011131,-0.1958602517843246,0.9999386072158812,14
13,left elbow,0.5036704540252686,0.2431143522262573,0.0960475206375122,0.2203953266143798,14
14,right elbow,0.4332455992698669,0.3273605108261108,-0.2146429717540741,0.9896187782287598,14
15,left wrist,0.6639707684516907,0.3332565426826477,0.1103672310709953,0.3637367486953735,14
16,right wrist,0.6237270832061768,0.3112123608589172,-0.1507149487733841,0.9844002723693848,14
23,left hip,0.0032233241945505,-0.0170914437621831,0.114195629954338,0.9999793767929076,14
24,right hip,0.0049271751195192,0.0182348545640707,-0.113635241985321,0.9999880790710448,14
25,left knee,-0.4015952050685882,0.0711328238248825,0.1439513117074966,0.4182278215885162,14
26,right knee,-0.336398035287857,0.0901475846767425,-0.0203541293740272,0.9821717143058776,14
27,left ankle,-0.7430601716041565,0.1315704733133316,0.2787062525749206,0.7473868727684021,14
28,right ankle,-0.7189184427261353,0.0660476237535476,0.1414282321929931,0.9866908192634584,14
29,left heel,-0.777140736579895,0.1232479289174079,0.3004915714263916,0.8834300637245178,14
30,right heel,-0.7542722821235657,0.0712649300694465,0.1220629885792732,0.966395616531372,14
31,left foot index,-0.740053117275238,0.2281099110841751,0.3100114464759826,0.8435510396957397,14
32,right foot index,-0.6943807601928711,0.1779009252786636,0.1006243824958801,0.977654755115509,14
11,left shoulder,0.4551670849323272,0.0426670275628566,0.0597965121269226,0.999940037727356,15
12,right shoulder,0.4850176274776459,0.0925261825323104,-0.1946409046649933,0.9999435544013976,15
13,left elbow,0.5018798112869263,0.262633204460144,0.0982266515493393,0.2619019150733948,15
14,right elbow,0.4352631568908691,0.3343632221221924,-0.2111251801252365,0.9906526207923888,15
15,left wrist,0.6633957028388977,0.3411184847354889,0.1125228404998779,0.4062670171260834,15
16,right wrist,0.6275602579116821,0.3110540211200714,-0.1388255357742309,0.9859468936920166,15
23,left hip,0.0035186409950256,-0.0157243087887763,0.1138002574443817,0.9999800324440002,15
24,right hip,0.0046426597982645,0.0169965252280235,-0.1132959201931953,0.9999884963035583,15
25,left knee,-0.4020719528198242,0.0718427747488021,0.1417516767978668,0.4435360133647918,15
26,right knee,-0.3370607197284698,0.0904017090797424,-0.0209020636975765,0.9838095903396606,15
27,left ankle,-0.7432428002357483,0.1315291076898574,0.2709256708621979,0.7635706663131714,15
28,right ankle,-0.7189899682998657,0.0645110979676246,0.1325225681066513,0.987801194190979,15
29,left heel,-0.7771192789077759,0.1228487268090248,0.2920009791851043,0.8918842077255249,15
30,right heel,-0.7544695734977722,0.0695780888199806,0.1122716590762138,0.9693886041641236,15
31,left foot index,-0.741282045841217,0.2288137972354889,0.3035981953144073,0.8560706377029419,15
32,right foot index,-0.6946179270744324,0.1763996332883834,0.0896512493491172,0.9794764518737792,15
11,left shoulder,0.4555812180042267,0.044586356729269,0.0710725411772728,0.9999445676803588,16
12,right shoulder,0.4871599972248077,0.0990557447075843,-0.1844274252653122,0.999948263168335,16
13,left elbow,0.5024232864379883,0.2670448720455169,0.1026851683855056,0.3086594343185425,16
14,right elbow,0.4471129179000854,0.336680144071579,-0.1877629607915878,0.9915825128555298,16
15,left wrist,0.666333794593811,0.3462636172771454,0.1190852895379066,0.4521883130073547,16
16,right wrist,0.6385372877120972,0.3098752796649933,-0.0931984633207321,0.9873332381248474,16
23,left hip,0.0034634147305041,-0.0154777076095342,0.1137800142168998,0.9999809861183168,16
24,right hip,0.0046754456125199,0.0168386194854974,-0.1132854893803596,0.999989092350006,16
25,left knee,-0.4044201076030731,0.0740705206990242,0.1433418542146682,0.476350337266922,16
26,right knee,-0.3369000554084778,0.0903597101569175,-0.0220568571239709,0.9853678941726683,16
27,left ankle,-0.7434751987457275,0.1324952095746994,0.2711921632289886,0.7814577221870422,16
28,right ankle,-0.7178040146827698,0.0638546198606491,0.1262737810611724,0.9889134168624878,16
29,left heel,-0.7771015167236328,0.1236694306135177,0.2922569811344147,0.9005571603775024,16
30,right heel,-0.753520667552948,0.0693201050162315,0.1053878366947174,0.9722536206245422,16
31,left foot index,-0.7412571907043457,0.22907654941082,0.3062982559204101,0.8684796094894409,16
32,right foot index,-0.692648708820343,0.1765073090791702,0.0818103179335594,0.9813137650489808,16
11,left shoulder,0.4557545483112335,0.0423359684646129,0.0709517300128936,0.999948799610138,17
12,right shoulder,0.486551821231842,0.0987871140241622,-0.1837638467550277,0.9999526143074036,17
13,left elbow,0.5027071237564087,0.2622623741626739,0.0989305153489112,0.3545396625995636,17
14,right elbow,0.4455144107341766,0.3362642824649811,-0.1883494257926941,0.9924210906028748,17
15,left wrist,0.6658471822738647,0.3436804115772247,0.1106574609875679,0.4931382834911346,17
16,right wrist,0.6376829743385315,0.3096165359020233,-0.0958429649472236,0.9885882139205932,17
23,left hip,0.0036412952467799,-0.0151760466396808,0.1134403720498085,0.9999818801879884,17
24,right hip,0.0044859037734568,0.0166081823408603,-0.1130018234252929,0.9999896287918092,17
25,left knee,-0.4041668474674225,0.0765010416507721,0.1438969224691391,0.5095123648643494,17
26,right knee,-0.3368611633777618,0.0908202528953552,-0.0223233271390199,0.9867777228355408,17
27,left ankle,-0.7429035305976868,0.13314089179039,0.2720459103584289,0.7989444732666016,17
28,right ankle,-0.7177169919013977,0.0629505366086959,0.1228426247835159,0.989937663078308,17
29,left heel,-0.7767857313156128,0.124210849404335,0.2927513718605041,0.908843755722046,17
30,right heel,-0.7534027099609375,0.0682483986020088,0.1018621027469635,0.9748786687850952,17
31,left foot index,-0.7399978041648865,0.2305753976106643,0.3076494932174682,0.8801666498184204,17
32,right foot index,-0.6929444670677185,0.1762203872203827,0.0789682567119598,0.9830149412155152,17
11,left shoulder,0.4559000432491302,0.0435546934604644,0.0793255493044853,0.9999524354934692,18
12,right shoulder,0.4879373013973236,0.1017956808209419,-0.1767915040254593,0.999956488609314,18
13,left elbow,0.5028772354125977,0.2656160891056061,0.1002352759242057,0.3919631242752075,18
14,right elbow,0.4479487836360931,0.3401132524013519,-0.1774993240833282,0.9931744337081908,18
15,left wrist,0.6663368344306946,0.3485306799411773,0.1177081614732742,0.5308533310890198,18
16,right wrist,0.6398940086364746,0.3140943944454193,-0.0759517699480056,0.989713728427887,18
23,left hip,0.0035303924232721,-0.0150451147928833,0.1134663671255111,0.9999825954437256,18
24,right hip,0.0045756255276501,0.0165367927402257,-0.1130465790629386,0.9999901056289672,18
25,left knee,-0.4040313959121704,0.0799882337450981,0.1441748738288879,0.5356676578521729,18
26,right knee,-0.3358816802501678,0.0910103768110275,-0.0228334628045558,0.988046407699585,18
27,left ankle,-0.7424612045288086,0.1345051825046539,0.2666148543357849,0.8139548897743225,18
28,right ankle,-0.7165570855140686,0.0642487257719039,0.1147793605923652,0.990855634212494,18
29,left heel,-0.7764919996261597,0.12539903819561,0.286728173494339,0.9162113070487976,18
30,right heel,-0.7525643110275269,0.0699429810047149,0.093423917889595,0.977233588695526,18
31,left foot index,-0.7398279309272766,0.2348325103521347,0.3037612736225128,0.8905221223831177,18
32,right foot index,-0.6930274963378906,0.1787405312061309,0.0741307437419891,0.9845427870750428,18
11,left shoulder,0.4559769928455353,0.0405585803091526,0.0789551064372062,0.9999563097953796,19
12,right shoulder,0.487909734249115,0.1053060889244079,-0.1758175790309906,0.9999603033065796,19
13,left elbow,0.5029653310775757,0.2607458233833313,0.0984567776322364,0.4370097219944,19
14,right elbow,0.447778970003128,0.3389948606491089,-0.1799400597810745,0.9938543438911438,19
