frame,left_elbow_3D,left_elbow_pitch,left_elbow_roll,left_elbow_yaw,left_hip_3D,left_hip_pitch,left_hip_roll,left_hip_yaw,left_knee_3D,left_knee_pitch,left_knee_roll,left_knee_yaw,left_shoulder_3D,left_shoulder_pitch,left_shoulder_roll,left_shoulder_yaw,right_elbow_3D,right_elbow_pitch,right_elbow_roll,right_elbow_yaw,right_hip_3D,right_hip_pitch,right_hip_roll,right_hip_yaw,right_knee_3D,right_knee_pitch,right_knee_roll,right_knee_yaw,right_shoulder_3D,right_shoulder_pitch,right_shoulder_roll,right_shoulder_yaw
1,124.75187590933413,95.70812435119751,117.40414392553393,165.90112994946955,177.78507290150725,178.89184517012146,178.07664791915923,172.0457878921185,156.25515874504276,174.96486276157933,156.57835187322723,175.01650344670657,153.65947667782993,153.40370450413803,171.00620742382446,155.34376100888355,77.92849232423278,31.687440984203747,77.95644086619178,137.19794426135948,169.63043788626254,172.36301685297013,172.9597217390176,29.11526368314789,156.56692472148765,165.06644104129776,161.19880664187266,76.10464817975596,132.33817794210705,118.07642925565946,124.00634468240591,167.50580066380044
2,135.13996456153868,114.59360614743142,130.37133940006964,161.3799180932781,177.143701471212,177.71344469428197,178.25952078703924,164.8357157848979,156.42467685960196,175.23712264658957,156.69538902416517,177.28190471357559,150.9523511819718,165.8153188060974,179.4093928729386,150.90459859199774,80.42314065915261,36.4796942451652,78.98714074824413,141.6764610750796,170.39548473641125,173.24462398481387,173.1527840694219,26.77039689839551,154.98468018858432,164.69912549213294,159.34808205878394,71.49612981946183,132.80915756346556,119.57842255987784,124.11651731973868,167.08963821897683
3,133.2462762001877,113.55044567618638,128.29297353673255,159.78420591825926,176.43116443073035,176.66495427873818,178.63504560433086,159.9785626389396,155.63622646532187,175.05016026372257,155.91346612377333,177.1611781695499,150.04769946069115,166.00249008670977,179.9892835040186,149.9532338806477,80.85942515500099,38.36339962918493,78.82910313260368,142.81620339270756,171.12084987788253,174.3260894935634,173.15653687420067,22.61918325067528,152.91159435748722,164.24274160859324,156.95183443873856,66.36531069468816,132.78943083267424,119.91929072492185,123.583413195142,167.16358589139762
4,143.8858818991095,134.75310445473025,139.88801474323978,163.84659974864573,175.52798580613475,175.84968570871956,178.23473582177724,154.71469218364555,155.76059590436108,175.30537438101436,156.00564575793746,177.91906679032024,150.86163314692783,175.02928172962004,172.8105886378592,151.14028847072052,83.06940570648464,39.21411387378614,81.4934040237415,141.89162960582058,171.67695468720083,174.82674180475573,173.46919358120118,25.169138530578078,153.479308997011,164.0143488539897,157.85624149414488,65.16763981027195,134.59491196565878,122.36947388585895,125.91089296823972,166.63934929308078
5,145.57742869729682,136.45516284938708,141.46026549970173,166.04442402215028,174.05520057641522,174.2576889435996,178.26080565001521,147.5726134302493,155.78689774761133,175.34646968350555,156.02434433334568,178.38037984984058,148.84284955714782,172.0110463970813,170.4707974400614,149.34542615761583,84.28426050468381,40.19099834275067,82.86401766208006,140.36133281815435,172.78815685839498,175.7787035216016,174.14676116109308,30.168186755262855,153.65650195864313,164.09155894613,158.063423683168,61.15627258189892,134.25400723786592,123.25346105046593,124.64731999417289,165.33245117116843
6,154.02364309809545,149.40991851600123,150.97484338571192,167.7975764550866,173.79777873742918,173.9726210689182,178.29983063079771,147.81363089523748,155.96586563256753,176.0670691142544,156.11146694861515,179.0293074338234,149.35593257696448,165.57113471273018,166.76843068059085,150.6236582448051,86.00776011726131,39.7535720495152,85.19627715522554,139.07156518750762,173.1320422014856,176.42264132299323,174.1327101401075,28.115503973225994,153.48272862622835,164.07202526394966,157.86179837960574,56.41351590257084,134.11405479053948,123.41481123148183,124.1641972329502,165.06649705731812
7,151.62607802137427,153.95860451418667,149.77819730395382,161.66444157114947,173.49886965722337,173.4859516849345,179.05013697053238,148.987394498284,156.59797495931494,176.28682994813457,156.7205559948795,177.6885263747713,146.49501186822815,164.77651861884618,165.9864247957039,147.72483205716128,86.16037658965021,39.26495767247362,85.88257710650385,137.08849668347324,172.9493961155959,177.1052755352731,173.56753164457538,31.498181762602176,152.67110433529018,163.56164729579686,157.2037433721652,48.45447040783174,134.0373407495731,124.29840270227314,123.74407356892954,163.66440374184378
8,160.37691253556687,159.36487373554854,158.31290903872227,168.79798016813143,172.2011081469721,172.13022020385333,179.27811147457018,145.30239330862003,156.9977370000606,176.42937310572736,157.11245264774652,177.3760873099913,148.93006554581223,164.5506286941657,165.29802595728802,150.42490272961922,85.74560234160165,34.631379374347375,87.94142221946588,130.43164263607682,172.38509354253347,178.88455240339522,172.4654795435007,36.9627398361974,153.09534593948928,162.12289480535705,159.02479285118477,38.71960596112424,134.96349317373665,126.06731639139826,124.59039093129181,163.34280906519265
9,163.50858514081108,166.32543447996636,162.85955788977955,168.61247231173988,170.09211182825143,169.98019366418688,179.30941882496768,136.6344379330801,157.06468400054013,176.61724628209848,157.2009343493283,178.85608817352082,148.93373821022726,160.1764269490728,162.35526112655631,151.3228153131613,83.43028751341375,27.045681603348672,89.26504767459127,120.83552916987504,172.37106308165818,178.32962765453536,172.55356083899278,25.33901062298019,152.82412274503938,160.79253116974246,159.9225745392335,26.181991541048625,135.7764166276577,127.18651169229327,124.20064521569401,164.9425346932805
10,165.2761611607462,162.75827627913742,162.36997007432353,173.75319467508612,165.89458515831265,165.73411705497577,179.39446423762627,120.62259976464843,156.89967059872666,174.58162258125728,157.35969410092295,169.3258337715236,151.16632336066493,160.62423483481138,160.76557647615772,154.0663999315932,81.59360986152238,24.525255014228758,90.7586398243884,112.17547569886105,171.4385100434748,175.43276996337053,172.7498729954476,14.436790962755813,153.92894150671793,160.71304560356208,161.76200419443802,24.96321999225168,137.98359347971612,130.43120757459718,123.4647147688226,167.72194808485241
