frame,left_elbow_3D,left_elbow_pitch,left_elbow_roll,left_elbow_yaw,left_hip_3D,left_hip_pitch,left_hip_roll,left_hip_yaw,left_knee_3D,left_knee_pitch,left_knee_roll,left_knee_yaw,left_shoulder_3D,left_shoulder_pitch,left_shoulder_roll,left_shoulder_yaw,right_elbow_3D,right_elbow_pitch,right_elbow_roll,right_elbow_yaw,right_hip_3D,right_hip_pitch,right_hip_roll,right_hip_yaw,right_knee_3D,right_knee_pitch,right_knee_roll,right_knee_yaw,right_shoulder_3D,right_shoulder_pitch,right_shoulder_roll,right_shoulder_yaw
1,143.89379762914942,145.4351195944824,164.2571837927542,113.04632145157848,178.33217249570893,178.42233580308456,179.38962537919974,175.35518037808902,165.2073891732002,174.0185452972734,166.0090962393575,170.51325147431277,124.95598749871895,106.5704055644333,139.66603743887055,136.32374506063613,110.42728683082412,108.05632591263289,173.51236027339326,46.09607299729868,175.18933776701738,175.29822763498896,178.7925987483531,148.45679524359304,162.70516018616394,166.14582286271968,168.23920273241865,165.434594687094,107.50795264745962,103.00897767940735,87.97068560694571,150.65448638698152
2,146.03672857308405,150.71660804817395,160.89064982315577,105.8109492328142,177.72146895364472,178.10619539538465,178.67436422188007,176.39592541882718,164.27699198922167,172.79504830787917,165.47186325211246,171.84297296211525,122.10953385759173,106.04122859485572,135.87975946662246,135.0097337927376,109.74321657560361,107.87671022659978,173.93512861507577,41.053858409721066,175.34066813749044,175.3779160401445,179.15881620198732,147.1824419791519,162.77648942016998,166.3910884702643,168.13859772070907,166.06113779408068,106.77741379014603,103.4935034022896,86.38932712046534,148.86286039015815
3,147.9433105818373,152.7438292549826,161.11278080063667,104.16171129171137,177.56489460634498,178.07305134852035,178.4557068398405,176.825244677273,164.62505935388376,172.82026350469158,165.8812451773224,172.58621352848792,119.42695561069038,102.72683995090298,135.31324535770406,128.83452633165405,108.60232871620057,107.28323305512977,177.817254827964,33.88040867937726,175.4628369094519,175.47433018079096,179.3454296269662,146.6508280613142,162.69612959829018,166.46176250181813,167.9672641870829,166.01559619189746,106.37457686308029,103.7497521590358,85.42853729110938,147.40674119191132
4,142.55424243650972,144.56733371284892,162.9955469007152,96.13463257351131,177.82055832114366,178.31161000472218,178.57374023204886,177.0727078459733,164.43057160702742,172.79203684371882,165.6694544745029,173.57861527076557,115.98273186701063,97.75028089826145,135.25631904510058,120.5113461029309,107.07588671063826,105.98671911681376,179.73669197734372,30.25353600141433,175.01678544062793,175.02622752702715,179.30233102638678,143.47546816339553,162.73626518497508,166.98944897732122,167.44401002744772,168.53387991994452,106.5790677975257,104.35511299236344,85.22417989731571,146.88692802302737
5,145.08449391294945,148.58788718619053,161.69436116590538,94.36414681027503,177.70657450243863,178.1841408796994,178.5472316817987,176.47013662418493,164.4719352296041,172.54405180906136,165.83464518777566,174.66834641502967,115.28765504726248,98.0155591347998,133.91806995347406,120.06968779732063,107.44450437857535,106.29494718391432,179.03541451816196,31.142934681435396,175.16654203807818,175.17020344197036,179.3685267208124,144.10352584879524,162.8229982249123,167.06539644896375,167.52154834944085,168.1279191430145,106.55325639082236,104.32692714508836,85.23912950112383,146.9563308915457
6,146.02518790635838,150.0621008893649,161.3827264290492,93.72996530780159,176.43985848101417,177.9396967757178,177.04696193524447,177.59293985544545,164.96581060750074,172.52912539597162,166.473266494031,170.52906311193382,115.00498349866363,98.34741460290623,133.46743453895027,119.92760797277442,107.85654111433705,106.68133666629413,178.71543287838503,31.686159425153082,175.25460834168928,175.25375930300277,179.4415175033701,143.2191869321848,163.5562230527926,167.9060527204387,167.8512020329448,169.53142364580603,106.60041814696176,104.33696336857352,85.0759509833061,147.53986317802386
7,145.7268251185891,148.77746290206997,162.27915929449802,99.80424982976962,176.23918169257732,178.94061508845837,176.36546235784184,167.3947710109161,164.4092175949958,172.35017431580323,165.952587041559,164.44167054519647,116.27530029834337,97.96956391070685,134.85634150892636,121.66816784542588,107.6344620862018,106.74408607025055,178.65856840114168,28.31777477436966,174.5224363543595,174.49980193114638,179.65594305862146,134.31897342551977,163.35624805937908,168.07946203347004,167.41949794565792,172.20585012912517,106.26078302981784,104.04941687932279,85.44517887512322,146.49172698184898
8,146.14993979997735,149.5773793362975,162.02318119357355,99.43371569723325,176.8659446922493,179.01143285903882,177.00302973022045,170.66443495581433,164.61664830154334,172.5318231150925,166.0944134881216,166.35455298702414,116.27887617203959,98.40644140276255,134.4199826378386,122.25345781049752,107.48182117451344,106.56333009616192,178.72503227913182,28.683757790996353,174.3074036366212,174.29138885929015,179.54616775608218,131.99420428124648,163.4105636557778,168.21057239782473,167.38607569914487,172.21502772405663,106.41423654734572,104.12137974928595,85.62660681139226,147.00840860512966
9,146.5132273620897,149.9272929251357,162.27697448889282,100.73028907998622,177.8517990020807,179.21824608826552,177.98185100366433,175.30345812344342,164.67076611195426,172.96133872899014,165.9342454763847,169.26695839855134,116.79907080372601,99.2225104306741,134.36029951530514,123.66434456716787,107.64811615359785,106.70438140158899,178.72697408627457,29.21723455094533,174.05006377590837,174.03632114378405,179.48970141412448,129.78833613951454,163.50576013519535,168.2972942291453,167.44683787336965,172.08310940321275,106.39757860523953,103.90307705887703,85.80055133280058,147.52506759727484
10,147.47106915027095,150.90473466825296,162.79967854574605,102.0045027057433,179.12008071409943,179.40700650399742,179.33714857381108,179.28103856817023,165.01291786954417,173.27187630454614,166.15827087639803,173.8307650344244,117.0240359904008,100.17077399327188,133.7237775651175,125.06373137606344,108.13963734115956,106.77072120263003,179.6885172204205,34.610563715483124,173.9121778627975,173.9024906859133,179.4115247031236,129.37524909410516,163.41372125767808,167.91037686331117,167.67508553599296,169.229143355279,107.10266981198438,103.62930213777227,87.1712199363079,149.98464678760382
11,146.99244538059727,150.47110305152344,162.85106004820443,98.99102357982484,179.01020583153053,179.44833760511017,179.16669696351008,179.8629952276158,165.20678159421195,173.23567838467034,166.39862516520108,174.02582103008785,116.76119419488495,100.81428517209098,132.66819529528655,125.51379457199833,107.83496733760055,106.81251527654663,178.11326798387935,30.825789735110032,173.95073480694347,173.92475927163687,179.70459839973964,126.72093154858777,163.23906567246644,167.96930471641843,167.4227438246816,171.2760320420009,106.66991659881165,103.47810610335958,86.63724405210762,149.0269675619449
12,147.1989930211479,150.66302168526101,163.06728775586973,98.55072660789807,178.60383053751102,179.1552733527901,178.87246382149903,179.73879697494357,165.30108603635443,172.7295454531854,166.77360645977768,175.20833355571565,116.73071138786015,101.15625225681768,131.91931040817718,126.31582774578084,108.16088636046948,107.2658447328163,177.84656575490249,29.33461036543918,174.2076590382764,174.35522804825825,178.59941379988516,123.51432232935142,162.9709984506663,167.43223854239397,167.66330575002024,171.46959147257277,106.22340079135063,103.33981420737348,86.34548140924038,147.87199498325592
13,146.7105810381057,149.84148608654226,163.41927296368655,98.95760537577631,178.41918123035768,179.17060716582844,178.6410989938458,179.63663835176968,164.88567040560656,171.96188006323933,166.72036881796893,178.07940758542037,117.23455842662347,101.48949412388343,131.78817914115854,127.54502527588238,108.12451087731253,107.25860290973496,177.68972459923404,29.055304691415355,174.45578304559496,174.590082183844,178.68528535173292,125.85313253851821,162.55052964323295,166.97921119046032,167.49755697726965,168.42764223675076,105.82186114338259,102.84738696216871,86.58146111247592,146.89453473127452
