frame,left_elbow_3D,left_elbow_pitch,left_elbow_roll,left_elbow_yaw,left_hip_3D,left_hip_pitch,left_hip_roll,left_hip_yaw,left_knee_3D,left_knee_pitch,left_knee_roll,left_knee_yaw,left_shoulder_3D,left_shoulder_pitch,left_shoulder_roll,left_shoulder_yaw,right_elbow_3D,right_elbow_pitch,right_elbow_roll,right_elbow_yaw,right_hip_3D,right_hip_pitch,right_hip_roll,right_hip_yaw,right_knee_3D,right_knee_pitch,right_knee_roll,right_knee_yaw,right_shoulder_3D,right_shoulder_pitch,right_shoulder_roll,right_shoulder_yaw
1,138.71242774134507,161.63757189104805,137.26350230219086,131.65307244845343,174.85565639125628,179.60770691620857,174.86156152495207,172.0764653166821,163.05044228568306,171.12478510439448,164.78515310405407,171.76294530759114,103.17035944242897,109.37689273758339,93.21461704355258,130.9562673901569,91.81342225077645,88.21311048954233,108.4917469489181,95.61538179717381,164.09097118745166,167.38976955189824,170.21819954435088,9.833494027239364,155.37756382044475,163.65458579802663,160.29074676760916,113.07255424217372,99.56957287103224,87.1656933429722,102.70696065234624,136.0427079345722
2,143.81007773124935,165.9444728439617,144.62440955400592,97.40905104306024,175.3964524402,179.80927706669695,175.39398333331835,175.14513821577538,164.9313621439272,170.95792958434876,167.0910801959856,168.52814024784843,99.29880667158261,99.96996727960449,96.29093414615807,160.1920863752519,90.00972901598955,87.92424232469068,101.52013568604721,91.1322439149804,164.34902183125888,168.2305240849332,169.58948642860602,45.27266534908249,156.77118365870857,164.2198959155585,161.59564594974682,129.79170347474863,98.12324609916402,88.71896702384187,99.94298975998873,141.2222645160896
3,131.61740870051474,146.5048791033577,135.98855240611908,109.10929597344142,174.902070317825,179.98582057276818,174.89732455239215,173.90226560810913,165.06350372609376,171.244229707151,167.09244558514496,168.58302088129855,99.68336386009796,100.65831110564922,97.2394405163414,160.19653150370473,93.14387924442998,88.69776725995101,106.08936662412268,100.6298109078678,166.29233137196812,168.8487817574892,171.9468961686353,62.26482540260544,157.98881981789458,164.87848906196368,162.64738647997876,143.14794015678606,98.42919073510069,87.65683400688393,100.1989945698838,141.75418611682787
4,143.8543855824886,161.6490726357881,146.06550529895466,104.36926198645021,174.54569929882547,179.66474102850975,174.54665104686006,174.49681799401148,165.04288672127572,171.92963182299758,166.67780582889523,171.02247224206525,99.07299221288126,100.27514755321577,96.75827426764712,157.77800263404504,89.16930701323625,87.04817326687892,98.42860473192692,89.27685640977519,167.2932374998476,169.5634771897862,172.6950200545296,60.38625889898149,157.99340266664805,165.12421842092368,162.46728336875847,140.32213351239304,97.50971343411315,88.07656992072138,98.47289642151391,144.39387829551873
5,139.59778309218822,156.8449919684417,142.38710133879286,106.26391911445951,174.8660086440122,179.00131785240848,174.94476067655663,177.88631908287763,164.94729319039635,172.60223995592563,166.24428886821045,173.72110575826744,100.23643138625756,101.29650777314686,97.64852899519536,159.94434397156138,89.09697783988136,86.26464037380228,98.8416841227813,89.49207454237325,167.29228307550335,169.17207807868363,173.29048364544676,58.64817469479144,158.2074279437014,165.3793911882081,162.5309373664726,141.28334757832096,97.61178330906284,88.48195603240264,98.03908197276961,146.5060963076974
6,137.48561737891873,155.66783284896727,139.57206122936805,109.97393321012557,174.99418189456875,178.89631925398632,175.09643720411046,178.41818309683626,164.6874081173707,172.70888161317015,165.90620583945812,174.4474034268754,101.5767387861754,102.9228190299586,97.92613744075014,157.32975195362232,90.69318710715027,87.05826604283125,99.3737123776202,97.14523034591198,167.33983735098755,169.02658412724966,173.630797711265,53.87025373726677,158.2675496385688,165.2880013462801,162.71632849827375,140.4892516864877,96.83483963860485,87.54504979447253,97.9391726781208,141.72305633473408
7,126.59378385408978,142.3650951684617,129.8219148877262,116.29470847926815,175.08877599669432,178.53402220252562,175.28451474476833,179.52080492723758,165.25187816459888,173.28264327126578,166.31305119828542,175.7047123961437,99.1883362984604,101.08056037858631,96.60969774394651,151.0643892130566,87.28258953167143,85.31349310975557,88.81453805199976,86.52164994391505,167.3495919491682,169.10774001253745,173.51242805217584,53.10585890669849,158.14807736125266,165.1445598831187,162.6790669727533,139.7421305404681,96.36141406722932,87.94280024577904,96.56612598601683,145.73665810347978
8,127.3257122186716,144.76315728554698,128.9652425881054,120.00559118515392,175.39621789123805,178.63126830555606,175.57787864100678,179.69728139993458,164.99494567425364,173.50607273337707,165.94763468066438,176.46312439193122,100.66564717851627,103.36004073541233,96.61696543577561,146.00865141857588,87.4178033953736,84.61341885290506,92.10313129403474,87.59695759151589,167.46512142931468,169.30587842902665,173.4081777179964,53.23720783248395,158.17423731772277,165.00242656486043,162.86274885919843,139.71843108665087,96.60535683835185,88.28749428305117,96.3154886478359,148.27284982536526
9,122.18231413388688,137.16770339781607,124.09123079036208,125.29204442385281,175.2732808403324,178.92173162426604,175.3780752976887,178.3999981444823,164.96194091971563,173.20534671274208,166.03978169298296,175.4131012447782,99.62466198083966,102.83145022896139,95.99180508469777,140.53874831824615,84.70666982393566,82.28075869010807,82.58405044893131,81.82555344886158,167.9456968498924,169.56172199459928,173.92287265626737,57.76241550872428,159.0211412927844,165.11028144924794,163.99299437620826,144.0554221677858,97.00051889638621,88.76936376562537,96.03026622345438,153.22453172889536
10,118.51461918030577,135.71415533427623,117.78196513545579,131.74724433801546,175.6005445953647,179.89324924654457,175.5936180062012,172.8966247334063,164.83338535646385,173.24207447826143,165.8894152271296,175.36945667548315,99.69820285822868,104.48549734063837,94.26048241017047,129.36845737845536,83.013712502927,80.53259567796145,78.0877820239143,78.33426813125494,168.577687061508,169.95722829635176,174.5129720417805,63.473955012828235,159.90448959419484,165.26750503256994,165.17410753996288,149.17916544607453,96.99222569345646,89.50713421580166,95.3481678373011,155.98718717341418
