frame,left_elbow_3D,left_elbow_pitch,left_elbow_roll,left_elbow_yaw,left_hip_3D,left_hip_pitch,left_hip_roll,left_hip_yaw,left_knee_3D,left_knee_pitch,left_knee_roll,left_knee_yaw,left_shoulder_3D,left_shoulder_pitch,left_shoulder_roll,left_shoulder_yaw,right_elbow_3D,right_elbow_pitch,right_elbow_roll,right_elbow_yaw,right_hip_3D,right_hip_pitch,right_hip_roll,right_hip_yaw,right_knee_3D,right_knee_pitch,right_knee_roll,right_knee_yaw,right_shoulder_3D,right_shoulder_pitch,right_shoulder_roll,right_shoulder_yaw
1,130.62122392527104,120.6642137018665,116.78813658007994,164.20099973233772,174.70915063366337,174.77070858149128,178.6222328563915,156.9450196618057,158.61916176858807,177.70808823202367,158.70925655147482,174.9914282021035,159.12807473929266,172.9728827926598,179.52954383235885,159.11182821393666,72.22274569894036,34.9906562848567,70.48792202778807,124.89099013006015,170.44612348069438,175.31955670795074,171.65385939439133,11.081823544487268,157.54104704674944,164.45177168020663,163.09023562076493,69.45098155167797,129.58029528637354,121.46721407432254,112.3658984176,172.87270381501173
2,140.52615531236253,124.66197835242848,134.47920222474056,171.18921149739833,174.67051350810848,174.70479000631977,178.71120530934294,156.70997392415484,158.95518306857338,177.88468880149313,159.037220013463,174.66449727952832,148.4300305660971,177.59119635536277,169.47040031338736,148.59257219441812,78.29393796424877,38.55233926220093,76.65346102734689,134.55747727976663,167.5296955711205,174.83918666807443,168.62758947086428,37.26493400202149,153.90651978855564,163.8329692885101,158.8168022525618,54.01007622837162,130.76830500367626,121.72607869102771,116.93207793359177,163.82587471796032
3,144.4287263050825,131.0553705240053,138.53559453095073,171.28545804509247,174.61512157590604,174.70248952141122,178.5156351185565,156.4561723143607,158.9785720478593,177.98573149563765,159.05294678476764,174.93998683255367,148.75919708583197,174.26550795974575,167.6246377582275,149.20870303091942,80.97545791659903,37.91448289839246,80.7648661942005,134.78176027991657,167.72328306550494,175.16740249435983,168.69550861984607,40.8270839461359,152.72013154732588,163.05072132312876,157.83496840968175,50.15385566142784,132.20888965892536,122.9297766840122,120.65343505773215,160.9952974831236
4,145.86380774839674,130.12288765422184,140.7805157921354,176.09693344387952,174.45370168325493,174.63442230684515,178.1915761529879,156.15419287801774,157.95273030255527,178.2079388822575,158.00769969517708,175.63159901828666,148.93047126595448,172.4612350893606,166.70770176384372,149.56452415673715,82.04260378751908,37.336320914539,82.05263161075708,136.1871706461503,168.25185435643468,175.68650851362685,169.0550879007883,46.45236128266572,152.0527922362805,162.26123908613076,157.55804869290034,45.440692287406755,131.95076797582226,122.69078343206651,121.73802062650985,159.14242303446082
5,142.071321547748,123.51333357277197,136.8360093819098,178.37846363930743,174.35448049481013,174.581945943969,178.05026802309825,155.64178088336914,158.05489139793602,178.27421266718272,158.10524327247768,176.00299203272542,149.52534652799625,175.87586760984345,168.40430508616993,149.819176492532,81.13873408468388,37.930764120472496,80.32484467934377,138.63041551937263,168.5824944173629,175.9588588135644,169.3055068139339,51.217481689035914,151.1168251058637,161.34495987616785,157.0140439273906,43.37909982790684,130.86870543075972,121.73738551647915,120.8633756631345,157.93080076094722
6,146.95780700307913,131.4672838974542,142.07547240484305,178.31287825537808,173.7290025493863,173.84952093991413,178.2177258410685,152.81405744126883,158.08005017343007,177.96909782933614,158.15101804108477,175.08040931408783,148.9645621367464,170.95030608140053,165.27210779062187,149.79624285046805,81.36654329885602,35.77058736880296,81.06208855888858,138.2815940322308,167.8825796707264,176.4817384157794,168.3894682316848,51.45077794878142,150.1754705301404,160.99005134319228,156.0780972620775,41.52082611942114,129.78725068945397,120.75037129138124,120.47852974689988,156.44603118543398
7,136.25148493810377,126.4762759079406,127.34634603191707,165.89349019138842,172.71341442321057,172.67148873904662,178.61297926749555,148.69478991142114,157.9291787530409,176.40533194035007,158.1549258673313,170.82849289303886,148.16529233337818,177.5678309930705,168.28633114781366,148.30650404727896,82.07298857592112,36.00295239654973,82.18666546340081,137.1393190222403,167.81278495754023,176.97619776909912,168.17931247273464,52.68522084881285,149.75215137811435,160.6216119619933,155.82286380598256,39.07811969663637,129.77532538259405,121.40330230926055,119.9667082555691,155.42496571439708
8,141.48048617715557,126.49204560210116,134.04515631206155,173.43859559151315,171.0801984514583,170.9421590708795,178.74647176889752,142.25563067486164,157.51282378059028,174.10466691443202,158.1261936711072,164.17744018851997,149.43188986891187,178.7526912996994,169.10846726451445,149.4840438525641,80.57868661019027,31.77454721772548,82.06391254248334,133.24805529590066,167.5097319495519,177.53362322792316,167.74181288162308,50.95545368897943,149.76081257238852,160.6122779046208,155.8799459405492,37.450033144174505,129.18967564739424,120.61874249245112,119.88198228696888,154.66640985083083
9,142.77555204692263,129.60169209277618,135.18235078732963,171.87871727014573,170.31942987302745,170.11862638853634,179.1721290137599,138.05561199268175,157.39961325096257,172.53552578606588,158.398419963133,159.31378289204093,149.06241699620367,177.43054444661993,167.94051769858012,149.21698776733314,80.46136834461028,32.14418473977244,81.69773310933357,134.19411753920136,167.69103715339847,177.9233348281334,167.85330622540695,54.30180995290061,149.31559271962945,160.11291258087172,155.69252183052808,35.25502551526151,128.84563335500712,120.31146053314566,119.67444279873793,154.0661786878202
10,138.14488604499195,127.63933684035376,129.18493589442937,165.47742578649536,169.30908870098318,169.08589707512445,179.054175236677,134.3057322759683,156.9124510389417,170.95827865252886,158.35474876198296,155.4645702789246,148.0941884841721,179.8257936718437,169.3033803431252,148.0533377978618,82.41260689133067,32.26637202744045,84.01597556332413,134.475627347907,167.4313044519536,178.31164702635132,167.53246981815153,51.49757249681478,148.92468164719756,160.21228043152414,155.09914342991866,34.52317462322045,129.09937557046413,120.60234306455524,120.08821841950956,153.7888699523388
