frame,left_elbow_3D,left_elbow_pitch,left_elbow_roll,left_elbow_yaw,left_hip_3D,left_hip_pitch,left_hip_roll,left_hip_yaw,left_knee_3D,left_knee_pitch,left_knee_roll,left_knee_yaw,left_shoulder_3D,left_shoulder_pitch,left_shoulder_roll,left_shoulder_yaw,right_elbow_3D,right_elbow_pitch,right_elbow_roll,right_elbow_yaw,right_hip_3D,right_hip_pitch,right_hip_roll,right_hip_yaw,right_knee_3D,right_knee_pitch,right_knee_roll,right_knee_yaw,right_shoulder_3D,right_shoulder_pitch,right_shoulder_roll,right_shoulder_yaw
1,155.77892759675194,161.36200480307602,164.03621432177403,91.7433248212754,177.02851997640113,177.01076894455954,179.99114212145295,159.1863266078089,165.9384539482972,174.65954450713664,166.78847605579392,177.65318037355817,111.38915183294043,102.21986780240647,130.40320941032655,115.83300188682452,111.20745413175783,108.66540230456143,174.87251083234233,48.042825746323345,176.1494287997317,177.09559812028348,177.46630991602785,147.30953368138566,159.80481612521936,166.96666582539223,163.76677194250874,141.71890708327456,108.5944272709305,103.43811975362487,84.59751843270783,165.40689308548622
2,155.53640605335244,160.96576914118617,164.14255753498026,90.54435112874896,176.89761938488522,176.89221219735612,179.75044594257253,156.82490392090787,165.83157101871294,174.65447162191106,166.67979695281883,177.39754791870538,111.85614077203662,103.02074425806826,130.58108196064737,116.39490628880566,111.28404077462706,109.04074115150843,175.96061911139924,45.589045003740374,176.2178944316138,177.14697507367643,177.51258202953525,146.26703807186396,159.74942257643633,167.0502534766682,163.65569290510956,140.88468382365375,107.68056693018315,102.62979347787275,83.5029113926249,164.397579407804
3,153.77631668499467,159.155667146108,163.50140293277633,87.10882655295043,177.00738070381522,177.0067799310418,179.73108004248806,156.4252936640008,165.5206736283271,174.7210405504887,166.32637480292436,178.51077898884984,112.0136668453901,102.9376468952711,131.07332198616956,115.70923607933882,111.66085915747958,109.32293986755928,175.52097268741832,46.77359285747398,176.13042411155865,177.17518508134808,177.35183881990486,145.40224735295453,159.5596267670515,166.88036173183977,163.5317028866058,140.2085012316596,107.33148545375637,102.02682329585981,83.49688027691077,164.35671530406202
4,151.84621814185772,156.70700031460865,163.34876775244186,89.34962672527716,177.2306764158596,177.2310331857122,179.76492528974055,157.16759169790507,165.25259311944592,174.872222717597,165.99109678707455,178.74562231334258,112.61496137702932,102.62878967424517,132.58985775467198,115.63273417684088,111.96284863504412,109.53539367588974,175.51833679818668,47.79581074469084,175.88195341684718,177.10699085303804,177.0665455716262,142.6069078122615,159.4109605187642,166.79756135953986,163.394335204045,140.2070350011519,107.26835076899847,101.70249014446249,83.73211402475238,164.60942206161153
5,151.3179664014146,156.06750818503946,163.26402355183214,88.45938663456386,177.22796283318195,177.21988888465953,179.88898017167188,157.58168356381273,165.0689438778534,174.88696678489814,165.79128671163517,178.53922412035107,112.3093848180172,102.133729815126,133.08243684778222,114.14019861281179,112.44631173113993,109.68294883162083,173.02148951482042,51.2322739438314,175.63441724616507,176.9902026717481,176.83488089393242,141.05496392898337,159.35584726201574,166.79730395363393,163.30485212124455,141.25726553437116,107.2982538273668,101.62773223290084,83.6602498001929,165.10100717041695
6,151.649549428132,155.5334834948806,164.51199290048348,92.82562186366275,177.64795635186488,177.6408256096206,179.91021525738486,161.10107860468892,165.131905034895,175.25822197965275,165.74007490533336,175.9659078806816,112.28915763227354,101.72095327951484,133.63220440534852,113.47770271519482,112.38672631924518,109.6454660366781,173.4598663773152,50.919324776652154,175.22974549500648,176.83715778159802,176.42587482244207,139.4731385768335,159.19731099098811,166.77613412092248,163.07930569920973,142.9283351153296,107.2773177930202,101.5406356869873,83.7103179201797,165.12026592701363
7,151.7796049191579,155.87653369889756,164.16632611909674,95.11053270377698,177.6050417236412,177.6175403968521,179.65436313404524,163.3303059605639,164.955285331577,175.24345433131268,165.55666712180542,176.25498427462608,112.69003824558028,101.80128441761698,134.68858089373677,113.84746761592187,112.41888470480804,109.77012670664674,173.2043000318185,50.3093237406355,174.94909156606784,176.79792252147092,176.09041029060106,140.0150265517426,159.1560355029906,166.76884264202286,162.99440379809394,144.40512741613716,107.04013747832971,101.52270880292714,83.03743521819256,165.05229294794592
8,151.1093432860618,155.33621856271213,163.63524571027864,96.33051632876081,177.470909084864,177.6076573617052,179.1307377089981,165.70456775803848,164.8471802291549,175.212243604211,165.45143781840335,176.4062851484578,112.99824911865873,101.54065720920285,135.72443712504784,114.00119959490543,112.31137632924487,109.8082260373624,173.61094581298914,48.989941485558404,174.900698295931,176.8691717526177,175.9715323862834,142.52450067029662,159.13427417719558,166.55096995064326,163.09204574120886,144.56235410870852,106.88815700333546,101.56194460554072,82.66580606400201,164.7657795955757
9,152.05157373872777,156.32738846244987,163.87290634959678,99.80008556260309,177.2702127187306,177.6447224245507,178.581490074453,168.37857272184485,164.8212504420762,175.30679976849646,165.3967762543093,175.9077974597683,113.34833305701753,101.86873690614073,136.28385683209757,114.69046520179296,112.40379929160805,110.00577595530412,173.50471943924654,48.26624025691304,175.12707384317454,176.86795319238323,176.26291110324976,144.3736119996489,159.048922897308,166.43353336597562,163.06778092981347,144.0206414291242,106.62555183526256,101.49398808967318,82.07295785461189,164.8022509979053
10,152.89602068736795,157.54884329593665,163.67073970323304,102.48326538157322,177.09398741137838,177.73333417387423,178.14716008792334,170.77474371233382,164.80363849753496,175.44508165241496,165.33905087243315,175.13716945915363,113.70532765491588,102.09741899688126,136.39478896014052,115.85496053198628,112.4808504711263,110.14725684029642,173.3335712727752,47.86789843770054,175.41309311627361,176.81456676898577,176.6938041010665,146.62480229141244,158.86902918866167,166.33555210620995,162.9038862848581,143.6606498387276,106.52070614110353,101.5203941132271,82.04051530786965,164.70871503256345
