id,name,x,y,z,visibility
11,left shoulder,0.09169558435678482,-0.5000630617141724,-0.008068762719631195,0.9998100399971008
12,right shoulder,-0.09326840937137604,-0.5145667195320129,-0.1779569685459137,0.9998525977134705
13,left elbow,0.10861001908779144,-0.31386682391166687,-0.023470358923077583,0.29643943905830383
14,right elbow,-0.13456636667251587,-0.21380993723869324,-0.2303449660539627,0.9684651494026184
15,left wrist,0.1818777322769165,-0.25796371698379517,-0.1233457699418068,0.468278169631958
16,right wrist,0.04404610022902489,-0.21097184717655182,-0.2564493715763092,0.9371500611305237
23,left hip,0.0635509267449379,-0.002808177378028631,0.0932142436504364,0.9999407529830933
24,right hip,-0.061542198061943054,-0.0021862101275473833,-0.09283486753702164,0.9999575614929199
25,left knee,0.0758359283208847,0.3603692650794983,0.19374097883701324,0.6630162596702576
26,right knee,-0.0828389897942543,0.324149489402771,-0.07681923359632492,0.9871217012405396
27,left ankle,0.06980840861797333,0.654977023601532,0.3636263906955719,0.9448769092559814
28,right ankle,-0.19381853938102722,0.6929514408111572,0.03127695992588997,0.9930087327957153
29,left heel,0.0535585843026638,0.6880998015403748,0.3865799009799957,0.9122169613838196
30,right heel,-0.2011803239583969,0.7236899137496948,0.004180861171334982,0.923887312412262
31,left foot index,0.14651888608932495,0.7075285315513611,0.36681658029556274,0.9578873515129089
32,right foot index,-0.13690787553787231,0.759560763835907,-0.09142226725816727,0.9873095154762268
11,left shoulder,0.0876760333776474,-0.5002655982971191,0.0014319757465273142,0.9998170733451843
12,right shoulder,-0.10326262563467026,-0.516176700592041,-0.16306942701339722,0.9998556971549988
13,left elbow,0.11040551215410233,-0.31561776995658875,-0.005724973976612091,0.27949458360671997
14,right elbow,-0.14965811371803284,-0.21478058397769928,-0.2239924669265747,0.9692600965499878
15,left wrist,0.18979127705097198,-0.25952184200286865,-0.12075728923082352,0.4646925926208496
16,right wrist,0.013569638133049011,-0.22329764068126678,-0.26403000950813293,0.9404999613761902
23,left hip,0.06357353180646896,-0.0028358104173094034,0.09321736544370651,0.9999403357505798
24,right hip,-0.06155826151371002,-0.002160028787329793,-0.09281560778617859,0.9999576807022095
25,left knee,0.07800216972827911,0.36005792021751404,0.1906076818704605,0.6573452353477478
26,right knee,-0.0829051285982132,0.32411012053489685,-0.07928480207920074,0.9871116280555725
