id,name,x,y,z,visibility
11,left shoulder,0.20115432143211365,-0.4606226086616516,-0.00406151358038187,0.9998565316200256
12,right shoulder,1.788078952813521e-05,-0.528477132320404,-0.1410876363515854,0.9999808669090271
13,left elbow,0.170463427901268,-0.3447217047214508,0.11877923458814621,0.01273342501372099
14,right elbow,-0.22049863636493683,-0.3610040545463562,-0.14648427069187164,0.9742496013641357
15,left wrist,0.14292199909687042,-0.19441765546798706,0.21302838623523712,0.01261237170547247
16,right wrist,-0.1422656923532486,-0.2088690549135208,-0.09398297965526581,0.8453030586242676
23,left hip,0.058227721601724625,0.009886646643280983,0.09572957456111908,0.9999760985374451
24,right hip,-0.055086810141801834,-0.013706623576581478,-0.09494852274656296,0.9999899864196777
25,left knee,0.04582376033067703,0.41325926780700684,0.09614317119121552,0.4200616776943207
26,right knee,-0.03346030041575432,0.32793954014778137,-0.07938356697559357,0.9217694401741028
27,left ankle,0.032240353524684906,0.7596708536148071,0.2058955729007721,0.8251790404319763
28,right ankle,-0.1251460164785385,0.7179386615753174,0.027019819244742393,0.9737277030944824
29,left heel,0.01746395230293274,0.792707085609436,0.21790681779384613,0.7814998626708984
30,right heel,-0.12531296908855438,0.7547146081924438,-0.0011115033412352204,0.8386498689651489
31,left foot index,0.10785889625549316,0.8107283711433411,0.16956926882266998,0.8785735368728638
32,right foot index,-0.02332545630633831,0.77923983335495,-0.10295291990041733,0.9561156630516052
11,left shoulder,0.140151247382164,-0.4663502871990204,-0.0009162379428744316,0.99985271692276
12,right shoulder,-0.035680729895830154,-0.5328307747840881,-0.138201504945755,0.9999780058860779
13,left elbow,0.12023963779211044,-0.35946884751319885,0.15035992860794067,0.012444511987268925
14,right elbow,-0.2426903247833252,-0.3566015362739563,-0.16284629702568054,0.9702480435371399
15,left wrist,0.1253078728914261,-0.22562290728092194,0.29506585001945496,0.011980963870882988
16,right wrist,-0.14937929809093475,-0.20640292763710022,-0.1271204799413681,0.8124616146087646
23,left hip,0.05885040760040283,0.009862725622951984,0.09494958817958832,0.9999755024909973
24,right hip,-0.055861469358205795,-0.013688452541828156,-0.09401296079158783,0.9999892115592957
25,left knee,0.055473100394010544,0.4131426513195038,0.10056935995817184,0.41268190741539
26,right knee,-0.02875574119389057,0.3289203643798828,-0.07365189492702484,0.9149421453475952
27,left ankle,0.03003193438053131,0.7586727142333984,0.21962839365005493,0.8243470191955566
28,right ankle,-0.11979467421770096,0.7184852957725525,0.04735713452100754,0.9728373289108276
29,left heel,0.012987191788852215,0.7921724319458008,0.2332775890827179,0.7712414264678955
30,right heel,-0.12191873788833618,0.7550293803215027,0.02043365128338337,0.8288577795028687
31,left foot index,0.10113303363323212,0.8141308426856995,0.1927645355463028,0.8779700398445129
32,right foot index,-0.026326069608330727,0.780016303062439,-0.06911469995975494,0.9549503922462463
