id,name,x,y,z,visibility
11,left shoulder,0.05910905823111534,-0.4990314543247223,0.028265919536352158,0.9998626112937927
12,right shoulder,-0.07685080170631409,-0.5252264142036438,-0.17095309495925903,0.9999279379844666
13,left elbow,0.04854467883706093,-0.29801568388938904,0.05347093939781189,0.140220046043396
14,right elbow,-0.11893591284751892,-0.21929624676704407,-0.22024239599704742,0.9791784286499023
15,left wrist,0.15825919806957245,-0.24708755314350128,-0.013226725161075592,0.2835271954536438
16,right wrist,0.06121506914496422,-0.19515438377857208,-0.21489457786083221,0.9403282999992371
23,left hip,0.05204243212938309,0.0011877297656610608,0.10147308558225632,0.9999573230743408
24,right hip,-0.049776431173086166,-0.005939339753240347,-0.1011766791343689,0.9999743103981018
25,left knee,0.06378878653049469,0.3754628896713257,0.17467717826366425,0.6492891907691956
26,right knee,-0.07389889657497406,0.32345205545425415,-0.09492702782154083,0.9895513653755188
27,left ankle,0.03775880113244057,0.6838556528091431,0.3141607344150543,0.9499260783195496
28,right ankle,-0.179131418466568,0.6932044625282288,0.020100070163607597,0.9944391846656799
29,left heel,0.019167732447385788,0.7186112999916077,0.33464422821998596,0.9296786785125732
30,right heel,-0.18481658399105072,0.7243677973747253,-0.006642220541834831,0.9393689632415771
31,left foot index,0.11441025882959366,0.7366472482681274,0.32116228342056274,0.9678812623023987
32,right foot index,-0.09767001122236252,0.7499435544013977,-0.08226881921291351,0.9904763102531433
11,left shoulder,0.059646982699632645,-0.4972854256629944,0.029506290331482887,0.9998651742935181
12,right shoulder,-0.07678993046283722,-0.5245580077171326,-0.17039118707180023,0.9999306797981262
13,left elbow,0.05015895143151283,-0.29605424404144287,0.05348367244005203,0.12925831973552704
14,right elbow,-0.11966900527477264,-0.21866284310817719,-0.2203371375799179,0.9796782732009888
15,left wrist,0.15863417088985443,-0.24456582963466644,-0.013979765586555004,0.2699395418167114
16,right wrist,0.06059086322784424,-0.18920966982841492,-0.21839308738708496,0.941410481929779
23,left hip,0.051934774965047836,0.0012695362092927098,0.10160522162914276,0.9999584555625916
24,right hip,-0.04967069625854492,-0.006021662149578333,-0.10129311680793762,0.9999752640724182
25,left knee,0.06395663321018219,0.37651288509368896,0.17158767580986023,0.6538875102996826
26,right knee,-0.07389005273580551,0.324287474155426,-0.0970006063580513,0.9900222420692444
27,left ankle,0.03775009512901306,0.6869919300079346,0.30901098251342773,0.9516417384147644
28,right ankle,-0.17894378304481506,0.6956343054771423,0.017625365406274796,0.9946507811546326
29,left heel,0.019158801063895226,0.7219981551170349,0.3293316066265106,0.9318668842315674
30,right heel,-0.18453939259052277,0.7269243001937866,-0.009196211583912373,0.9415402412414551
31,left foot index,0.1145927906036377,0.7393858432769775,0.31526026129722595,0.9689480662345886
32,right foot index,-0.09693583846092224,0.7521794438362122,-0.08524668216705322,0.990797758102417
11,left shoulder,0.058614008128643036,-0.49684128165245056,0.02961857058107853,0.9998666644096375
12,right shoulder,-0.0771140530705452,-0.5237823724746704,-0.17021025717258453,0.9999328851699829
13,left elbow,0.04783816263079643,-0.29605114459991455,0.05333780497312546,0.11916705220937729
14,right elbow,-0.1199779212474823,-0.2175779640674591,-0.2204909473657608,0.9801560044288635
15,left wrist,0.1566581130027771,-0.24620920419692993,-0.014457963407039642,0.25742918252944946
16,right wrist,0.0599265955388546,-0.1881716549396515,-0.21905037760734558,0.942908525466919
23,left hip,0.051714517176151276,0.0013224846916273236,0.10166314989328384,0.9999595880508423
24,right hip,-0.04945461452007294,-0.006072595715522766,-0.10134373605251312,0.9999761581420898
25,left knee,0.06418179720640182,0.3774372637271881,0.1685454249382019,0.6610498428344727
26,right knee,-0.07394009828567505,0.32442182302474976,-0.09708825498819351,0.9904118776321411
27,left ankle,0.037094879895448685,0.6884430050849915,0.3046736419200897,0.9536315202713013
28,right ankle,-0.1790057122707367,0.6957985162734985,0.01819593831896782,0.9948441386222839
29,left heel,0.01830390654504299,0.7235110402107239,0.3248879611492157,0.9343826770782471
30,right heel,-0.18460489809513092,0.7270790338516235,-0.008605442009866238,0.9435964822769165
31,left foot index,0.11394945532083511,0.7403566241264343,0.3101346790790558,0.9701781868934631
32,right foot index,-0.09696118533611298,0.7522095441818237,-0.0847121849656105,0.9911003112792969
11,left shoulder,0.05713358521461487,-0.49645373225212097,0.02959294617176056,0.9998679757118225
12,right shoulder,-0.0778004601597786,-0.5231440663337708,-0.17026925086975098,0.999934732913971
13,left elbow,0.044161152094602585,-0.2953331470489502,0.053219009190797806,0.11055207252502441
14,right elbow,-0.11936469376087189,-0.21588560938835144,-0.22056341171264648,0.9807519316673279
15,left wrist,0.15480726957321167,-0.24667973816394806,-0.014868468977510929,0.24876880645751953
16,right wrist,0.059461675584316254,-0.1889892965555191,-0.21967335045337677,0.9448648691177368
23,left hip,0.0515846386551857,0.0013752155937254429,0.10168642550706863,0.9999604821205139
24,right hip,-0.04933067038655281,-0.006123377941548824,-0.10136765986680984,0.9999768733978271
25,left knee,0.06462842971086502,0.37780311703681946,0.16648000478744507,0.6696642637252808
26,right knee,-0.07395759224891663,0.324445515871048,-0.09691806137561798,0.9907622933387756
27,left ankle,0.03708932176232338,0.6890474557876587,0.30265048146247864,0.9556089043617249
28,right ankle,-0.17902253568172455,0.6951218843460083,0.022571509703993797,0.9950006008148193
29,left heel,0.018294284120202065,0.7241629958152771,0.32293587923049927,0.9368908405303955
30,right heel,-0.18462687730789185,0.7262516021728516,-0.0035385158844292164,0.9453582167625427
31,left foot index,0.11394583433866501,0.7407057881355286,0.3076944351196289,0.9713796377182007
32,right foot index,-0.09684839844703674,0.7506685256958008,-0.07862282544374466,0.9913386702537537
11,left shoulder,0.057309575378894806,-0.49648550152778625,0.032951243221759796,0.9998698234558105
12,right shoulder,-0.07777130603790283,-0.5231109857559204,-0.1686951220035553,0.9999362230300903
13,left elbow,0.043448131531476974,-0.29549095034599304,0.05679560825228691,0.1023607924580574
14,right elbow,-0.11918781697750092,-0.2160179764032364,-0.21951566636562347,0.9810237288475037
15,left wrist,0.15446259081363678,-0.2476964294910431,-0.011330864392220974,0.23873159289360046
16,right wrist,0.05928399786353111,-0.18958064913749695,-0.21752195060253143,0.9451836347579956
23,left hip,0.05140983313322067,0.0014925907598808408,0.10186360776424408,0.999961256980896
24,right hip,-0.04915006831288338,-0.006233221851289272,-0.1015477105975151,0.9999775290489197
25,left knee,0.0646367147564888,0.3789154291152954,0.16664938628673553,0.6753373742103577
26,right knee,-0.07363635301589966,0.32443463802337646,-0.09687566012144089,0.9911013245582581
27,left ankle,0.03659256547689438,0.690982460975647,0.30313581228256226,0.9571555256843567
28,right ankle,-0.17896072566509247,0.6950637698173523,0.022779809311032295,0.9951469898223877
29,left heel,0.017793335020542145,0.726222574710846,0.32350385189056396,0.938827633857727
30,right heel,-0.18457379937171936,0.7261900901794434,-0.0033117530401796103,0.9470118284225464
31,left foot index,0.11391553282737732,0.7416918277740479,0.30807194113731384,0.9723382592201233
32,right foot index,-0.09629596024751663,0.7500588893890381,-0.07785018533468246,0.9915738701820374
11,left shoulder,0.05752947926521301,-0.49652403593063354,0.03311600163578987,0.9998722076416016
12,right shoulder,-0.07726378738880157,-0.5231213569641113,-0.16862709820270538,0.9999374151229858
13,left elbow,0.044024091213941574,-0.295633465051651,0.05692668259143829,0.09513119608163834
14,right elbow,-0.11936618387699127,-0.21646496653556824,-0.21968021988868713,0.9813066124916077
15,left wrist,0.15426498651504517,-0.2476661503314972,-0.010922307148575783,0.2304283231496811
16,right wrist,0.05912391468882561,-0.1902410238981247,-0.21809805929660797,0.9452376961708069
23,left hip,0.05127102881669998,0.001558242249302566,0.10204000025987625,0.9999617338180542
24,right hip,-0.049008194357156754,-0.0062951273284852505,-0.10173048079013824,0.9999779462814331
25,left knee,0.0648043230175972,0.3795325458049774,0.1666414737701416,0.6779074668884277
26,right knee,-0.07363448292016983,0.32452431321144104,-0.09716123342514038,0.9913476705551147
27,left ankle,0.036754876375198364,0.6925007104873657,0.30298101902008057,0.9583708047866821
28,right ankle,-0.17894218862056732,0.6950343251228333,0.022954562678933144,0.9952414035797119
