id,name,x,y,z,visibility
11,left shoulder,0.10294211655855179,-0.15150387585163116,0.26001831889152527,0.9998676776885986
12,right shoulder,-0.058935195207595825,-0.3277775049209595,0.2025880068540573,0.9999785423278809
13,left elbow,0.140680730342865,-0.08338490128517151,0.14786295592784882,0.017007866874337196
14,right elbow,0.02011772245168686,-0.2136652171611786,0.07356590777635574,0.8471104502677917
15,left wrist,0.20767617225646973,-0.15377134084701538,0.07544756680727005,0.07865564525127411
16,right wrist,0.151207834482193,-0.1978129744529724,-0.042870618402957916,0.46377766132354736
23,left hip,0.05857551842927933,0.02550012618303299,0.055422231554985046,0.9999727606773376
24,right hip,-0.056237898766994476,-0.03179820254445076,-0.05057886615395546,0.9999844431877136
25,left knee,0.22446177899837494,0.04235955700278282,-0.12625835835933685,0.2311304360628128
26,right knee,-0.28229349851608276,0.009322012774646282,-0.21136882901191711,0.875511646270752
27,left ankle,0.26299166679382324,0.1974591761827469,-0.1121201440691948,0.5634526610374451
28,right ankle,-0.699920117855072,-0.03570372238755226,-0.19867679476737976,0.8919211030006409
29,left heel,0.2504647672176361,0.21181638538837433,-0.10374383628368378,0.6422273516654968
30,right heel,-0.7490963935852051,-0.04504396393895149,-0.24162641167640686,0.7645873427391052
31,left foot index,0.29261377453804016,0.1647641956806183,-0.10679788887500763,0.7152583003044128
32,right foot index,-0.7870798110961914,-0.18854205310344696,-0.30038222670555115,0.8722419738769531
11,left shoulder,0.10075730085372925,-0.14943991601467133,0.37690553069114685,0.9998754858970642
12,right shoulder,0.005071427207440138,-0.330912321805954,0.32598745822906494,0.9999785423278809
13,left elbow,0.12633204460144043,-0.11370926350355148,0.26864489912986755,0.017673294991254807
14,right elbow,0.06161483749747276,-0.22667279839515686,0.20652486383914948,0.7731453776359558
15,left wrist,0.18281787633895874,-0.16574294865131378,0.21426035463809967,0.0858299657702446
16,right wrist,0.16507992148399353,-0.24487914144992828,0.11025690287351608,0.4420594573020935
23,left hip,0.059769779443740845,0.03060009889304638,0.04129907116293907,0.9999710917472839
24,right hip,-0.05704339221119881,-0.03675702586770058,-0.03622756153345108,0.9999828338623047
25,left knee,0.23411446809768677,-0.016555044800043106,-0.13350942730903625,0.30351847410202026
26,right knee,-0.34069421887397766,-0.038132715970277786,-0.22917217016220093,0.8858816027641296
27,left ankle,0.3656154274940491,0.09247460216283798,-0.17922259867191315,0.5806897878646851
28,right ankle,-0.7440780401229858,-0.07162252068519592,-0.20841039717197418,0.8837124705314636
29,left heel,0.3629199266433716,0.1043088287115097,-0.17179341614246368,0.6683250069618225
30,right heel,-0.7922542691230774,-0.0769481360912323,-0.2514258623123169,0.7769108414649963
31,left foot index,0.38802674412727356,0.045590706169605255,-0.18908056616783142,0.7100860476493835
32,right foot index,-0.8478501439094543,-0.2186615765094757,-0.3223757743835449,0.85057532787323
11,left shoulder,0.12183233350515366,-0.15801255404949188,0.39730891585350037,0.9998794794082642
12,right shoulder,0.04117627441883087,-0.3299499452114105,0.3167741596698761,0.9999723434448242
13,left elbow,0.1633177548646927,-0.0690014436841011,0.329077810049057,0.016196811571717262
14,right elbow,0.11647956073284149,-0.17541778087615967,0.16447463631629944,0.6964511871337891
15,left wrist,0.2137039601802826,-0.12780813872814178,0.3058052361011505,0.07933764904737473
16,right wrist,0.20519694685935974,-0.2329932451248169,0.06507165729999542,0.399485319852829
23,left hip,0.05961298942565918,0.030644847080111504,0.045311879366636276,0.9999697208404541
24,right hip,-0.05665118619799614,-0.036616649478673935,-0.04005707800388336,0.9999806880950928
25,left knee,0.16292670369148254,-0.027339577674865723,-0.1248721107840538,0.35223525762557983
26,right knee,-0.2800004780292511,0.00042750980355776846,-0.24557729065418243,0.8841082453727722
27,left ankle,0.13541004061698914,0.09653949737548828,-0.2087150514125824,0.5802988409996033
28,right ankle,-0.5691009163856506,0.00858792569488287,-0.23699800670146942,0.846803605556488
29,left heel,0.08323079347610474,0.10865604877471924,-0.20518344640731812,0.6775406002998352
30,right heel,-0.6036545634269714,0.006176570430397987,-0.28195542097091675,0.7605913877487183
31,left foot index,0.02695421501994133,0.07347410172224045,-0.253013014793396,0.6925447583198547
32,right foot index,-0.6139911413192749,-0.08746293932199478,-0.3726747930049896,0.8059858679771423
11,left shoulder,0.13984978199005127,-0.15712440013885498,0.1712414026260376,0.9998882412910461
12,right shoulder,0.11238132417201996,-0.1899782121181488,0.22849848866462708,0.9999499320983887
13,left elbow,0.07344338297843933,-0.10305651277303696,0.20731115341186523,0.01525968313217163
14,right elbow,0.11738992482423782,-0.009815200231969357,0.06884724646806717,0.6303085088729858
15,left wrist,0.07552774250507355,-0.12162286043167114,0.28985655307769775,0.07311347872018814
16,right wrist,0.16135120391845703,-0.1164546087384224,0.09566576033830643,0.3640199899673462
23,left hip,0.05864417552947998,0.01036552619189024,0.044173967093229294,0.9999707937240601
24,right hip,-0.05473829060792923,-0.015381238423287868,-0.04041660949587822,0.9999802112579346
25,left knee,0.16655154526233673,0.03419683128595352,-0.07986495643854141,0.33581939339637756
26,right knee,-0.395685613155365,-0.007462871260941029,-0.18383294343948364,0.8521380424499512
27,left ankle,0.08156584203243256,0.08015382289886475,-0.056076984852552414,0.5391268134117126
28,right ankle,-0.8250700831413269,-0.016055816784501076,-0.13259613513946533,0.8380316495895386
29,left heel,0.01689356379210949,0.07558649778366089,-0.044097378849983215,0.6441832184791565
30,right heel,-0.877413809299469,-0.027958882972598076,-0.16720987856388092,0.7566612362861633
31,left foot index,-0.023616071790456772,0.055484555661678314,-0.0690731331706047,0.6434028744697571
32,right foot index,-0.9238466620445251,-0.1239415630698204,-0.2277660369873047,0.7920770049095154
11,left shoulder,0.15161125361919403,-0.19043102860450745,0.20853322744369507,0.9998898506164551
12,right shoulder,0.16119252145290375,-0.20874017477035522,0.22025108337402344,0.999947190284729
13,left elbow,0.07692763209342957,-0.1421300172805786,0.2765893042087555,0.013824633322656155
14,right elbow,0.17536363005638123,0.029803292825818062,-0.06525684148073196,0.6150741577148438
15,left wrist,0.1472770720720291,-0.1258135586977005,0.44674864411354065,0.06611967831850052
16,right wrist,0.3181169629096985,0.07178331911563873,-0.11029317229986191,0.40016740560531616
23,left hip,0.028113259002566338,0.0031044669449329376,0.04730847105383873,0.9999455213546753
24,right hip,-0.02382388897240162,-0.009040369652211666,-0.04392247647047043,0.9999701380729675
25,left knee,-0.33543604612350464,0.02104301005601883,-0.07071706652641296,0.3058558404445648
26,right knee,-0.324652761220932,0.0010010730475187302,-0.18209463357925415,0.7817092537879944
27,left ankle,-0.6521321535110474,-0.08521860837936401,-0.012017167173326015,0.4882851243019104
28,right ankle,-0.7200503349304199,-0.01333916187286377,-0.1439678817987442,0.7717207074165344
29,left heel,-0.7191634178161621,-0.10675197094678879,-0.00048215489368885756,0.5984223484992981
30,right heel,-0.7658423781394958,-0.025850841775536537,-0.17632731795310974,0.720163881778717
31,left foot index,-0.8151928782463074,-0.1150614470243454,-0.019522808492183685,0.5850462317466736
32,right foot index,-0.7896695137023926,-0.07443347573280334,-0.25225716829299927,0.7358347773551941
11,left shoulder,0.1768433302640915,-0.20361042022705078,0.20993199944496155,0.9998915195465088
