frame,left_knee_3D,left_knee_front,left_knee_side,left_knee_top,right_knee_3D,right_knee_front,right_knee_side,right_knee_top,left_elbow_3D,left_elbow_front,left_elbow_side,left_elbow_top,right_elbow_3D,right_elbow_front,right_elbow_side,right_elbow_top,left_shoulder_3D,left_shoulder_front,left_shoulder_side,left_shoulder_top,right_shoulder_3D,right_shoulder_front,right_shoulder_side,right_shoulder_top,left_hip_3D,left_hip_front,left_hip_side,left_hip_top,right_hip_3D,right_hip_front,right_hip_side,right_hip_top,label
10,166.7590311018236,167.47259824862283,106.10290627427715,175.67497774565817,175.14840180805362,179.6181390030461,151.26338430176256,175.09736998535405,163.80802069718646,163.92506179904757,82.09832448784373,177.55024575821173,167.16772660711484,168.5479960808408,80.9770797037954,174.06742780194438,97.03890349204657,2.902582928502341,151.78964442993777,97.05423859803055,98.51647995967502,175.26573412412108,146.77219370921233,98.55714332782676,179.43066861164374,179.5904337264798,174.70726111127667,179.60355092230853,170.40994774110194,170.86981859794503,99.98359619924541,177.04319657351303,correct
11,166.55525354756728,167.26042002337095,106.86144297936097,175.6625425246506,173.07099640143588,176.38706870925074,147.37977572823908,173.9842311260274,162.97131983367132,163.21670930585353,80.6473817154826,176.72841530384105,167.87098590945763,169.72861695717023,84.3775120744771,173.4349503178075,97.49884449138351,86.09914041894532,152.66909989608055,97.51605886500991,98.85444620422865,95.27226828893068,149.4654978693311,98.89146611495843,179.14096071608182,179.69482838906032,174.7875402316033,179.19693453208006,171.27771297970276,171.75664018504202,98.70601271433098,177.12640843836243,correct
12,166.3472357629704,167.02465600399424,108.33174402524446,175.70737093694214,168.9858043431526,171.65618233965432,141.13060412437582,172.624095912089,162.1947803591729,162.61180914912285,79.04843341587531,175.8461041567256,168.44060901139494,170.82834628061462,86.95675660459614,172.8752494204383,97.94710136999214,85.9908872059028,153.3970701560735,97.96634610858378,99.0938032108808,94.80149767126359,152.3929967485392,99.12529083333538,178.72629442943543,179.79832780940137,174.65877809074857,178.74231526022683,172.64590074337903,173.20352960065807,99.41561049464822,177.1701996594606,correct
13,166.01652425123928,166.6490090289282,110.43857672277505,175.7877191731553,163.02987955432542,165.33128652944097,125.92994680546407,171.1033312630653,161.76852561356023,162.358151079946,77.7270503734907,175.1242780586409,168.6696674903387,171.5103498190942,87.3991401494395,172.42204685701725,98.22840200916617,94.03716218341663,154.04055758361264,98.24858947717858,99.25516124132967,85.51980845934332,154.3884116663947,99.28303490536715,178.2237377832735,179.90357505029084,174.16247576429956,178.22599731731054,174.5785322830849,175.35953751154875,110.23770007590394,177.18255429853014,correct
14,165.37630132660104,165.94404549104414,112.75386600884767,175.8939798292811,155.67778057614078,157.740173020091,72.65420306266924,169.50561626898943,161.83563999164116,162.5286129521897,76.9742848382513,174.78623176321597,168.51795262520602,171.65283183612217,85.28691303533313,172.04580872548465,98.25455096148491,168.2758623608873,154.40684292563495,98.27427491621593,99.38071267053047,11.33481393893124,155.22030607628886,99.40762282537716,177.71450499063405,179.98985968833784,173.15795791743966,177.71363679051512,176.71280733147262,178.19430814972597,160.57832202632048,177.2477663443242,correct
15,164.44708508903273,164.91694449446342,115.35558211159598,176.1048596159715,147.4836390595451,149.3413134161578,20.281411848453384,167.9750706875471,162.46529682192266,163.14076027836134,77.15513481075145,174.9617500042593,168.1086028426218,171.40206091783233,82.55742738743791,171.7103060555704,97.96984747819133,167.3121581121241,154.62668978219725,97.98724738053946,99.56098171496573,13.460639869476157,154.63584510012734,99.5910411976573,177.3166547612524,179.91727097177574,172.22135433486983,177.31623050964768,176.94410397608667,178.27522032257352,148.6475427139687,177.47701464019485,correct
16,163.27620102834558,163.65322389336444,117.97065461599816,176.31903879119278,139.4516571331926,141.09637933164868,6.36601616491518,166.79366380693426,163.51543214127105,164.05232150544097,78.2590394062206,175.62482580089832,167.68878508397887,171.07152695380535,80.24892952893082,171.4402844470218,97.4182565992912,93.54275839858656,154.61103982651125,97.43230166619105,99.73573080796457,85.11223894028078,153.59102471142378,99.77058015402983,177.05590147577897,179.8072315880626,171.76454892222156,177.05929246993614,173.96130080704683,174.35358299635502,135.99016023907822,177.84248206389844,correct
17,162.09345972227447,162.39013620593644,121.04412352979907,176.53654133821337,132.28467335190484,133.79845768417238,2.1445550403303826,165.78117976600373,164.7489456919394,165.0872128757475,79.83753844243063,176.59921980879997,167.07379985084685,170.5956909441397,77.27455620132494,171.03326625718103,96.70995162758783,3.2736573425871716,154.10879344295762,96.72081873166144,100.02179116543812,174.57630042177922,151.85943145200918,100.06594129999438,176.95653603036652,179.64073258559077,172.20657774731833,176.97276875936475,170.07369119619773,170.16358947926454,133.41297342230456,178.53281316243425,correct
18,161.08820600169966,161.3418629488359,124.68773960437935,176.62847025252705,126.6218032746084,128.07452777185895,0.14202965987480823,165.00242680628006,165.8243006454703,165.99656794773153,80.530495921334,177.55742926329793,166.25865099610377,169.96999503163616,73.43731571793086,170.4867817458778,95.99983129171498,93.12867461201306,152.5573810387625,96.00872203056971,100.40084278073205,83.8930390775674,149.9035231322898,100.45889782816327,176.8613265548738,179.3005793313897,174.00169345575006,176.93040584876158,165.8031352770851,165.7724292608286,133.79074011462043,179.43817216868612,correct
19,160.30210914960546,160.54154678972728,128.55123633655563,176.60534950188304,123.00552144336689,124.4940877642467,1.2821235450328166,164.32809538873755,166.5265259962038,166.58998536140894,79.82824100048003,178.36273333854987,165.16281855584657,169.0691547841609,68.06208101321427,169.8129344924722,95.39043891228697,175.07363270452092,149.8927794668382,95.39847784816881,100.84037474594494,8.8011727231471,147.4847935897159,100.92009140289903,176.63050367251768,178.74242055466388,176.82045592229025,176.8539501588276,161.43664637084984,161.3635455013552,135.57776832902147,179.4574467094017,correct
20,159.66090095777113,159.90939746815084,132.69691066296784,176.48909586540609,121.73377169264286,123.30742288482634,2.8112521454630013,163.91826371596446,166.89440983705907,166.91035351951894,78.13627152491239,178.8480944385956,163.69517913191885,167.68561043861453,61.68821687645459,169.10098273572996,95.0064030726115,86.71253348523443,146.79039790604926,95.0146132226505,101.31278159460598,98.31217204418219,144.14642262925946,101.42973779404909,176.14229405080778,177.89986543745374,179.57857861113226,176.72324733778868,157.32712109777881,157.24916472447475,137.3019431325911,178.35049040906432,correct
21,158.9084993915734,159.1558615578844,136.70652164201923,176.43439121514356,122.8853240408559,124.59041392136152,5.181798905188784,163.7085513704279,166.81793371726314,166.82548406342278,75.2506906019891,178.94717757451116,162.05652604337797,165.91414289183857,56.583864668873964,168.58446778918,94.88528775804635,176.50373881345965,143.48018799679522,94.89505435769053,101.70441057243036,2.773111948437484,140.31624461647965,101.87627726684485,175.43294877344397,176.87008018555767,175.69239081386323,176.59977456647545,153.84454616312618,153.77033185539318,138.59559075991214,177.37529159691107,correct
22,157.79898432857354,158.01378616649558,140.6617722046476,176.54696565641842,126.16968075749111,128.01475043508583,9.12066945018326,163.79856446075704,166.48768307707581,166.52093271768234,72.52553650918006,178.6391494730898,160.54878729885127,164.03425582411973,54.704862441476045,168.47561874735806,95.04360150381956,0.4856179583774056,141.24900493306623,95.05623696937481,101.92183324261502,171.98490139293034,136.41792997182554,102.16271974481184,174.58675936644985,175.71424725606252,171.55861293793816,176.57200406398408,151.21736030410784,151.14242022988358,139.12151744180198,176.651008069094,correct
23,156.19860956074317,156.36033594431746,144.30824315553792,176.79352850048357,131.1877053875437,133.1741486416248,17.11064445148417,164.19149642696962,165.92150371523476,166.04355805626292,69.65645908988586,177.88866295662518,159.28972166572484,162.21866583780277,56.03699765576073,168.83391191334195,95.43203678018101,16.029343527700096,140.30828327121395,95.44893202135796,101.92985210517843,172.681053695739,132.69722750336106,102.24576809800698,173.6829320977852,174.51712086018307,167.175491571155,176.68302721077467,149.57967754156988,149.49913367013752,139.25654512760863,176.26934040888895,correct
24,154.0637438264652,154.1489820593682,147.75895278210132,177.2613407755157,136.96230128954437,139.14901171802754,36.73717483803801,164.58254200549166,165.13910825358886,165.452796919366,65.81811868421514,176.77482989180606,158.61433198454625,160.91792118734062,60.20817346771245,169.67482590168575,95.9511405856052,0.30131317843151173,139.79613288236231,95.97420527112195,101.68909232413672,170.88783003064913,129.62811483725488,102.06088541401265,172.8957353804227,173.43656344343037,162.85547438045887,177.03069974443085,148.69427670557468,148.61628332597206,139.47597408511677,176.049820572875,correct
25,151.38720037319197,151.39281029748122,150.49706414443295,177.88096489935143,142.39867480724186,144.8947665984306,80.5522988752204,164.74402775368355,164.14377135199132,164.75994291269328,59.84807885269999,175.47100342378022,158.4735965996114,160.24528670059016,66.97214268524813,170.66745921506666,96.3696802099014,84.43095887647216,138.99860588745773,96.39963776387674,101.44917605597456,105.28775180592612,127.52871321788584,101.85749241823143,172.25774754659045,172.55118257859655,158.77019388565037,177.54063307852385,148.19635812725454,148.1359720325089,140.55095319301702,175.86260008579544,correct
26,148.28836125157886,148.2193444067775,152.96746925850684,178.68451073741213,146.8864647431328,149.6820982637805,116.63337851909257,164.96013495321756,163.09623860858275,164.0523707121486,53.674708490588635,174.25463807521405,159.3293789488666,160.7551144357476,75.95443918425678,171.6481852231207,96.67475583649296,,138.17731748723864,96.71132043982465,101.11771770828683,,126.51028422075123,101.52061441019704,171.63674803924687,171.75377994379159,154.91848074796442,178.09708382269392,147.94161868259266,147.89259260585982,141.51770137105282,175.89583916507928,correct
27,144.72033303123584,144.576490350649,155.48130193963095,179.88563196280313,149.62052310817978,152.59043612893961,130.63772350267212,165.18862264090936,162.2447848202441,163.4407378195253,48.17702527052709,173.4540457003332,160.71414170589858,161.97561893278854,87.92331805284587,172.36207099348997,96.74245249892748,96.3618613757934,136.8547822477428,96.78384231142319,100.86234289211757,74.8281547674747,126.2486878030702,101.24479192473835,171.20927145290912,171.20519301202324,151.63044875073783,178.77455487269543,147.50876331660754,147.4623033743861,141.9180119938086,176.02233440297266,correct
28,140.800095328831,140.5988557812572,158.12566239172273,178.53387204753577,150.39741435003123,153.32412444125765,135.38434790448034,165.44168090090105,161.62603924849694,162.9118861792788,43.86342647372636,173.10718605923225,162.17448519199047,163.3985039093293,101.18663164213365,172.79040162395376,96.60274097715731,83.3981250304362,135.19438632003138,96.64642294458397,100.75291585297323,104.73388678201316,126.74876432318398,101.10956937122268,170.86330334607655,170.80387229861148,148.61928766121292,179.4878817756811,146.74653444003678,146.6898795471015,141.63131601957053,176.26735839525617,correct
29,136.6270919937128,136.3995189460117,161.48470800159765,176.42076558889292,149.24573855467543,151.91516523376552,136.0357194837035,165.65866877979997,161.23963475051463,162.46609579910682,42.257597520176716,173.18632822681553,163.2716395290785,164.41981257203295,110.03637102590685,173.23363131509385,96.43030258062464,83.30507140602326,134.03070656625147,96.47407847674657,100.63754699897036,104.27201296541769,127.3030951320098,100.96822322383568,170.5688339627385,170.51973058075384,145.32771297388777,179.74170050187763,145.4487631289709,145.36734603921948,139.92588048320746,176.5101406861672,correct
30,132.13155292940624,131.9256771417459,165.47313236955495,173.9684720579045,146.36582333576087,148.67827635170988,132.96783064992297,165.7717427661449,161.07877801895424,162.21364601858514,42.986632131631204,173.40215127709865,163.72389689647426,164.71137100113356,111.90457867810792,173.7347340714394,96.35413888656538,1.2643192788455002,134.00688249783522,96.396438464404,100.49933855881517,171.33146568464883,127.40723130933993,100.81441201912743,170.4549312373996,170.50474648223428,141.62348470070515,178.77205636535444,143.61184121256053,143.50325812538762,137.51853667641748,176.63228439525244,correct
31,127.41192378260686,127.25751012251878,169.50463668109717,171.15381011146278,142.13327828635303,144.14306417194928,124.99381959770223,165.57053911865432,160.89534989301504,161.98318657935113,44.22110233439792,173.5013308224181,163.48299802764168,164.28850994772645,107.20321965288711,174.15794898210922,96.33190066880863,17.02625461003445,134.84069499581975,96.37136520393078,100.51139484087889,155.54353101526604,127.80527675744919,100.81823356294929,170.60287277219777,170.8878681819201,137.52492596556561,177.65242641109006,141.25723665530685,141.12938064249317,135.96652679064593,176.45481143365038,correct
32,122.4981399815424,122.41001724914815,173.43065912259144,168.16370011845672,137.07518348142867,138.83356699602066,110.27243040203376,165.16053584514748,160.60973675404028,161.75222273994927,46.24019470592527,173.2967952928841,162.81355210923027,163.44445915395144,100.36523322520628,174.528072011247,96.4831150951869,96.06333801485508,137.09196678735822,96.51927427547867,100.5655285252412,76.3028868872692,128.22801540702076,100.8675327973738,171.01101654633794,171.72060557895526,133.54845740795827,176.4851332213268,138.60281653146083,138.45981320093694,134.9148499856415,175.98601154814438,correct
33,117.54318408061422,117.50592930249192,176.491707264936,165.43274247362712,131.93430972156693,133.47470486374593,88.79087866068512,164.7802360467259,160.0910024242229,161.36035445512286,47.91859600694447,172.85681027290045,161.9587734741215,162.5398101985499,94.00828779758272,174.50986500333235,96.64359170140494,84.37950544526599,139.94095003814243,96.67539656444512,100.79760332708338,103.49036791705082,129.26730910333524,101.09646860524784,171.49740367399386,172.7796383218193,129.9491050957558,175.49741932598553,135.94459244519774,135.79211942156462,134.18919488308413,175.4852667770152,correct
34,112.80911514553294,112.7934046740189,178.14624928416004,163.0273675898138,126.92448476678715,128.2551457360845,65.05091525751602,164.5722164328046,159.5668420410933,160.9376360011933,49.811553083959225,172.49208342946667,161.24586873691658,161.8946992234152,89.2103032676571,174.14496464147885,96.66923599421348,84.95683158667376,143.06437672266574,96.69491978625338,101.19737804418423,103.01409226590428,131.31764558543054,101.48482086924032,172.00456193915537,173.9244704016167,127.48810698204939,174.78746008425497,133.38834902211448,133.23297049139967,133.80968937286167,175.032564313808,correct
35,108.60076417354279,108.58267714255254,177.91057842421935,161.65013407484687,122.12898325617529,123.28230922556055,46.003001589083496,164.38507629795527,158.84820778594172,160.23844194766002,51.532115710757665,172.30154405121368,160.26162974245358,161.0474822225074,84.47246607419743,173.5187073470986,96.50986777105025,179.09279846377405,145.7944998516148,96.52936978530978,101.7523711411354,7.121766799119883,133.91740289138966,102.02848363365926,172.3900477380104,174.82205191687146,126.45625604027646,174.40763621053773,131.01701414903783,130.86229426420908,134.13907966163458,174.53719479120386,correct
36,105.11339069415742,105.09389093884694,176.94768123847146,161.25965782865225,117.54515586851241,118.55853402174445,32.329282654600064,164.0023835632073,158.15221656141338,159.46447671130508,54.09450484097861,172.37703344855686,159.5001518860702,160.44796519976393,81.61231699814678,172.90157366297305,96.29992277771903,86.11508739515124,148.46244641784307,96.31431530465002,102.26932973166225,101.75274649857104,136.87478819481612,102.5238492176377,172.53700307586476,175.2184769769371,126.23841518197567,174.2541396566202,128.759604350215,128.6002035168615,134.3513477699417,173.75532855714624,correct
37,102.29630705626492,102.28258941566608,175.8006879250013,162.0772556563891,112.88324683998674,113.80055225216701,22.649898069638834,163.0864875376337,157.40123596506416,158.63080893525228,56.739028043252006,172.47016490040278,159.08640206875862,160.2047663352185,80.96420530086226,172.36717229692277,96.11567175237172,,151.05824479473713,96.12635289879923,102.74957491501685,,140.16997699216105,102.97504067538082,172.45073031511913,175.2968588398199,126.03312419251496,174.07816061055817,126.32232723059123,126.16280171405582,135.81205405204705,172.28818844909196,correct
38,99.9650572245139,99.96178350288538,175.1541833657004,163.76239939199942,108.03901315965062,108.89836800615652,15.438984934307623,161.30247264253038,156.3582309305516,157.58781697470246,59.00177611093446,172.2722021681568,158.95698155706657,160.34653477631483,81.62876549942175,171.6824438278879,96.11263642521531,22.022366532021003,153.5654598641904,96.12125264862209,103.28097586363374,151.09078195335817,143.82504612743125,103.47599677675079,172.12344697525876,175.14140781337017,125.27801552634553,173.78189595895242,123.56768065058611,123.41660945871784,138.81372452989282,169.82624739053983,correct
39,97.9539096872969,97.95704029374113,175.96214045991758,9.552960183432532,102.90145539812187,103.7005315000013,9.302240065867478,158.42394914644044,155.17115973081678,156.52996522331665,61.770580168021304,171.65324458022602,159.034102558694,160.8302131872988,82.5176288744144,170.83045129667252,96.4056661823776,6.132041747731028,156.8708095052416,96.4129826774179,103.78800182981149,179.92863332645766,147.6214986818049,103.95142145741717,171.60592877196785,174.83882462431967,123.35154324407098,173.3578845296642,120.35267242713896,120.20830712558352,142.3856450420026,166.1706772745728,correct
40,96.03606598885595,96.0390094950041,177.40061556734418,6.3075868813052764,97.83779267161823,98.54690176404249,4.244644141241817,154.5424543533499,153.84405906372953,155.42513635768933,64.12430265290695,170.7343363453615,159.04797923866653,161.4798093946035,82.50721800286955,169.64565471414937,96.81863590944272,2.8774253248250097,160.1177775069757,96.82495987643466,104.3299952878883,177.28388781034192,151.2036060439719,104.46739972329115,171.06880335945502,174.5121093601395,121.00600013208332,172.9274261751429,116.94079354659533,116.79518671711705,146.00230437683715,161.48848492176998,correct
41,94.31892068753821,94.31970270151294,178.81247006023912,2.47205777469116,92.89049378927663,93.48444777963033,0.3377484723209872,149.5405003259227,152.68906117641154,154.49321290722023,65.95929954588219,169.8540133082936,158.59972410069176,161.8999905581279,80.63277065982157,168.11049308033947,97.0834176195965,87.8252913777516,163.01864112878263,97.08847111048958,104.96353942104764,97.4679027508729,154.066572031688,105.08573688436515,170.55708416646755,174.0830287923629,118.7810119294492,172.6109491316305,113.48288982321718,113.32016647871319,149.11289250046437,155.8042359569839,correct
42,92.87460672575335,92.8748407947516,179.16793617000894,0.6023787989057492,88.64954320272949,89.09339187675303,3.0055322903909114,144.24957784387001,151.93703633124636,153.82601714750493,67.27712825789094,169.43846929574215,158.02545858627622,162.13925654313454,77.32539477781401,166.7742058610315,97.09400784182337,11.67295600094404,164.92831714040446,97.09795433317852,105.3726687528907,163.03312711363537,155.45009207232417,105.48947554288137,169.95719493540244,173.49711110137983,116.28163800989083,172.3119900697919,110.56956202806326,110.36814694234829,150.90630136683686,149.89558971863764,correct
43,91.81235871343216,91.8160707095003,177.36488381284644,2.7715895969915456,85.16034742922199,85.47485501649355,5.272926700200224,139.01559636631487,151.70799220693343,153.45083138985862,67.71262415431934,169.76696321966483,157.6866124665575,162.38422258629979,74.58527253660684,165.90294475518877,96.61862493626687,170.2733328234066,165.4811656256697,96.6215885263812,105.59811717551074,15.193450494651017,155.85566313445415,105.71561618180814,169.19269204950913,172.67003868545066,113.64939112105866,172.01679274363337,108.28513655971328,108.05437282800229,152.55779609362315,144.20118297713412,correct
44,91.09548842158814,91.10617463245218,175.9805803282532,4.72017425176541,82.28473251704705,82.53032297566985,6.397172969254403,133.39040060837436,151.9349213104607,153.33235805256857,67.30065168428362,170.82377795040367,158.12848575439344,163.0682147256543,74.88504004066151,165.78243786690402,95.70069832440917,88.43330381578713,164.68322786947613,95.70281613010339,105.61055285455079,97.04113654508663,156.31163452242495,105.72332995949034,168.3028751903453,171.78930536123903,110.81176379862295,171.6193298157691,106.4079987212825,106.18827407447648,155.87594697899945,138.27798314615308,correct
45,90.60668401686527,90.62712022662386,174.831711555881,6.541585507523787,79.94281630694623,80.18795368830604,6.686478166109711,127.10910176481708,152.18287397989636,153.14820819253265,64.40910904632692,172.35897027689953,159.3857941840486,164.29165533850758,78.70640059865691,166.32382306212267,94.55226959694959,13.298067028010449,160.92551170494198,94.55398854080761,105.42154343678408,171.73907546271244,157.3349646225612,105.51992439285462,167.3635205365139,170.9630725671681,108.0078206470832,171.10848233704164,104.76489784220357,104.5979657797098,160.96994707856652,131.88559078280207,correct
46,90.1817209419884,90.21354866473159,173.87990455728558,8.528889722497778,77.86134281465174,78.1887222611214,6.18635240113173,119.52324472258037,152.38483807380527,152.95791425328625,58.45838747729274,174.09751973507258,161.2900203194081,166.07137097594222,86.70895539286352,167.24397371466506,93.3529061624058,91.65086751162886,153.81485858668617,93.35429524563612,105.19347859485416,84.24299203309901,159.72741377541843,105.26691326515297,166.52980328233352,170.37129422491049,105.46342563052609,170.5126285221142,103.06969885309474,102.99771483778117,168.2919654328472,124.43723988140772,correct
47,89.7609965250795,89.80384585088744,173.12502433022317,11.01539690913695,75.93967374256945,76.41586290896248,5.195431977369379,111.0308608514509,152.34352992899355,152.65667294995555,48.87651539996713,175.60791725865613,163.33890763562272,168.0572883531765,97.2657122143337,168.1865186791746,92.35945690809073,91.77178311018301,143.116015593988,92.36058420813941,105.03341756380466,85.41199029291616,163.41473107626547,105.07954720725186,165.95406454377152,170.13022295229302,103.68082618488654,169.93355694601235,101.2726791623472,101.32341379019566,177.11022268871938,116.28290978669857,correct
48,89.273862368709,89.3296359884153,172.16500729504511,13.583435850598923,74.51674593665878,75.14819712532052,4.406703752092644,104.07070924779784,152.05623753870321,152.22876425224405,37.47216225808678,176.71009918201872,165.17477816186707,169.98750130847174,107.98659091446223,168.93079878086724,91.71365168785738,88.00886973235363,130.73084309782436,91.71468636765627,104.9528851769842,93.37330865929648,167.57490923586676,104.97767295204254,165.62473209817318,170.22969687883787,102.76536230081022,169.37953141638866,99.83310147511047,100.01152854971663,174.81896133474896,109.65514475351287,correct
49,88.82500880909325,88.90184423323402,170.66130202643967,15.351199848067917,73.63416353124946,74.38213455795298,4.10852026137725,99.69925821057954,151.81244631047966,151.92338952792394,30.65481866539586,177.35063206945702,166.3724900068802,171.43259027016967,116.1161578927874,169.30584624945837,91.42177469127826,4.949645968114041,123.17944797361083,91.42279964528396,104.99822287238361,175.34972099250928,170.84460723622652,105.01159219769164,165.40968503586856,170.54029252935206,102.0415797130118,168.8120789495738,98.98069082356338,99.26365746406438,169.2573107623443,105.53418363552245,correct
50,88.51684835680543,88.62834660583074,168.54537305995265,16.4803014749602,73.81333579760192,74.60486459123398,4.606463537978678,99.14956021820461,151.55721048172995,151.65103680446907,29.608079646752298,177.56342592486106,167.00571522618023,172.49059559118854,121.78880479361914,169.3230337122125,91.46264645907718,,121.6043205821739,91.46390688908498,105.1723791227975,,172.94701364065207,105.1805315166972,165.18824971146591,170.85240692072963,101.20906786449007,168.26382602549216,99.14722199456756,99.50897120430166,167.01119386179263,105.00669887668838,correct
